precio_lici,tipo_cont,tipo_pro,por_adj
23636.36,Servicios,Abierto simplificado,0.38636363636363635
26055.0,Servicios,Abierto simplificado,0.5972043753598157
16202.06,Servicios,Abierto simplificado,0.5925172478067604
460000.0,Servicios,Abierto,0.7
156345.25,Obras,Abierto simplificado,0.9249832022399146
351072.0,Suministros,Abierto,0.3636006289308176
21000.0,Obras,Abierto simplificado,0.8254761904761905
183702.43,Servicios,Abierto,0.5615554459459245
21000.0,Obras,Abierto simplificado,0.8238095238095238
122892.0,Suministros,Abierto,0.3741496598639456
440330.58,Obras,Abierto simplificado,0.8125000085163288
196445.0,Servicios,Abierto,0.8773589554328184
96194.8,Servicios,Abierto,0.44981287969827893
30660.0,Suministros,Abierto,0.46510110893672535
285000.0,Servicios,Abierto,0.6
20412.0,Servicios,Abierto simplificado,0.8083333333333333
27631.97,Obras,Abierto,0.578510688886822
24200.0,Servicios,Abierto simplificado,0.45454545454545453
435445.69,Obras,Abierto simplificado,0.6799999788722217
98181.82,Suministros,Abierto simplificado,0.4545454545454545
27400.0,Suministros,Abierto simplificado,0.8264463503649635
22819.63,Servicios,Abierto simplificado,0.7159866308086502
71993.4,Servicios,Abierto simplificado,0.4222609294740907
219059.61,Obras,Abierto simplificado,0.6986271910189195
34980.0,Suministros,Abierto simplificado,0.45454545454545453
42945.09,Obras,Abierto simplificado,0.9270000365583121
279881.51,Suministros,Abierto,0.22783748737099496
526421.61,Servicios,Abierto,0.24761865304123817
319400.0,Servicios,Abierto,0.8948027551659361
56528.92,Suministros,Abierto,0.7500000000000001
150000.0,Suministros,Abierto,0.9501486
198347.12,Suministros,Abierto,0.24999994958333652
28000.0,Servicios,Abierto simplificado,1.0
128630.0,Servicios,Abierto,0.5
76344.33,Suministros,Abierto simplificado,0.9999052974857465
66000.0,Servicios,Abierto simplificado,0.375
23600.0,Servicios,Abierto simplificado,0.7966101694915254
168013.25,Servicios,Abierto,0.10860982690353291
248000.0,Servicios,Abierto,0.48973229838709675
136500.0,Servicios,Abierto,1.0
361561.45,Servicios,Abierto,0.44904604735930775
47016.0,Servicios,Abierto simplificado,1.0
440000.0,Suministros,Abierto,0.5454545454545454
27300.24,Servicios,Abierto,0.829377324155392
434724.4,Suministros,Abierto,0.3569936263066899
80000.0,Servicios,Abierto simplificado,0.622398
99556.8,Servicios,Abierto simplificado,0.28214285714285714
89902.35,Obras,Abierto simplificado,0.7801645896909257
48000.0,Suministros,Abierto,0.5946
72575.2,Servicios,Abierto,0.49862211885051644
73978.8,Servicios,Abierto simplificado,0.5379092388630256
328346.0,Servicios,Abierto,0.8934372887137348
360000.0,Servicios,Abierto,0.7723834166666665
30800.0,Servicios,Abierto simplificado,0.9642857142857143
121072.9,Servicios,Abierto,0.12913707361432658
267077.84,Servicios,Abierto,0.4970723890832724
85000.0,Servicios,Abierto simplificado,0.1548235294117647
497354.87,Obras,Abierto simplificado,0.7163798355890232
128873.3,Obras,Abierto simplificado,0.8264462848394508
73500.0,Servicios,Abierto,0.55
34970.0,Servicios,Abierto simplificado,0.9
16800.0,Servicios,Abierto,0.32071428571428573
390000.0,Servicios,Abierto,0.6666666666666666
67647.08,Servicios,Abierto,0.8012540969987174
50000.0,Servicios,Abierto simplificado,0.652
92561.98,Suministros,Abierto simplificado,1.0
64311.0,Suministros,Abierto simplificado,1.0
88000.0,Servicios,Abierto,0.28067045454545453
72000.0,Servicios,Abierto,0.15
100160.0,Suministros,Abierto,0.2718624201277955
64315.2,Servicios,Abierto simplificado,0.3731621762818121
89443.08,Obras,Abierto simplificado,0.6136863802096261
432000.0,Servicios,Abierto,0.3832874305555556
94690.23,Obras,Abierto simplificado,0.8340887967005678
53600.0,Servicios,Abierto simplificado,0.3283582089552239
243843.08,Obras,Abierto simplificado,0.8484999861386266
429752.06,Servicios,Abierto,0.4950000006980769
147310.1,Obras,Abierto simplificado,0.9495000003394201
172375.7,Servicios,Abierto,0.6222138039178375
19725.04,Servicios,Abierto simplificado,0.2559295190275913
386186.4,Servicios,Abierto,0.32512030459902264
158967.94,Obras,Abierto simplificado,0.7493211524285965
494150.0,Servicios,Abierto,0.2
510000.0,Servicios,Abierto,0.2
25619.84,Servicios,Abierto simplificado,0.4197777972071644
67500.0,Servicios,Abierto simplificado,0.6395839999999999
159504.26,Servicios,Abierto,0.18888523729711043
72000.0,Servicios,Abierto simplificado,1.0
33642.58,Suministros,Abierto simplificado,0.4165533677857049
254545.46,Servicios,Abierto,0.5
29580.62,Suministros,Abierto,0.6796598583802503
204780.0,Servicios,Abierto,0.491210079109288
51928.32,Obras,Abierto simplificado,0.8264463398777392
168224.3,Servicios,Abierto,0.5
180000.0,Servicios,Abierto,0.9805555555555555
538135.4,Servicios,Abierto,0.42716201164242307
501033.36,Servicios,Abierto,0.449999976049499
36288.0,Servicios,Abierto simplificado,0.4166666666666667
100000.0,Servicios,Abierto simplificado,0.18181819999999999
54000.0,Servicios,Abierto simplificado,0.6666666666666666
100000.0,Servicios,Abierto,0.5
123966.94,Servicios,Abierto,0.9000000322666672
206829.7,Servicios,Abierto,0.45454545454545453
108546.32,Servicios,Abierto,0.7210082294821233
347662.53,Obras,Abierto,0.8636363832478582
197056.23,Servicios,Abierto,0.6933137815536204
125984.68,Obras,Abierto simplificado,0.9850000015874947
138395.41,Suministros,Abierto,0.9121272157797718
30000.0,Servicios,Abierto simplificado,0.522
564126.51,Servicios,Abierto,0.5702931067713872
372251.91,Obras,Abierto simplificado,0.9677330063934394
8700.0,Servicios,Abierto simplificado,0.6666666666666666
128785.8,Suministros,Abierto,0.39524831153745205
99464.85,Suministros,Abierto simplificado,0.4493956407715891
27433.0,Suministros,Abierto,0.817263879269493
102000.0,Servicios,Abierto,0.3333333333333333
315386.51,Suministros,Abierto,0.4299914412953173
195000.0,Servicios,Abierto,0.30558025641025643
25619.84,Servicios,Abierto simplificado,0.34309347755489494
11779.2,Servicios,Abierto simplificado,0.6
405864.05,Obras,Abierto simplificado,0.7730352072325697
218147.6,Suministros,Abierto,0.9837236348233949
310000.0,Servicios,Abierto,0.9637096774193549
87466.71,Obras,Abierto simplificado,0.8403360547115581
115559.71,Obras,Abierto simplificado,0.8403361344537814
56700.0,Suministros,Abierto simplificado,0.5
147383.82,Suministros,Abierto,0.8811901469238618
208500.0,Suministros,Abierto,0.8849405755395683
85950.41,Servicios,Abierto,0.669996803971034
327102.8,Suministros,Abierto,0.650000030571429
15000.0,Servicios,Abierto simplificado,0.12133333333333333
160661.16,Servicios,Abierto,0.48300410628181695
124710.0,Suministros,Abierto,0.7987045144735787
117830.0,Suministros,Abierto,0.5210248663328524
23140.5,Suministros,Abierto simplificado,0.8473749486830449
48368.94,Obras,Abierto simplificado,0.8888999841633908
27000.0,Servicios,Abierto simplificado,0.5111111111111111
50350.0,Servicios,Abierto simplificado,0.4468718967229394
125289.76,Obras,Abierto simplificado,0.790126663184605
280000.0,Servicios,Abierto,0.25
119499.8,Obras,Abierto,0.9999999999999999
72300.01,Obras,Abierto,1.0
100000.0,Servicios,Abierto simplificado,0.5
14789.68,Suministros,Abierto simplificado,0.21938000010818354
28633.53,Servicios,Abierto simplificado,0.7826998627133993
185486.4,Suministros,Abierto,0.909991568114967
37845.0,Servicios,Abierto simplificado,0.7491082045184304
32782.0,Servicios,Abierto simplificado,0.7504118113598927
90000.0,Servicios,Abierto simplificado,0.69844
29380.0,Servicios,Abierto simplificado,0.668141592920354
92500.0,Servicios,Abierto simplificado,0.1724692972972973
56809.0,Servicios,Abierto,0.11082750972557165
170100.0,Servicios,Abierto,0.8495002939447384
492264.27,Suministros,Abierto,0.42783267613552367
294800.0,Servicios,Abierto,0.25
585089.47,Suministros,Abierto,0.16150435932473714
289237.59,Obras,Abierto,0.7225893425539882
35802.09,Servicios,Abierto simplificado,0.8999999720686699
95000.0,Servicios,Abierto,0.4
34768.0,Suministros,Abierto simplificado,0.8301886792452831
401996.18,Obras,Abierto,0.8745171409340258
20550.0,Servicios,Abierto simplificado,0.6
36000.0,Servicios,Abierto simplificado,0.8
360000.0,Servicios,Abierto,0.5
65000.0,Servicios,Abierto,0.8361367692307692
448487.2,Obras,Abierto,0.8019999901892406
82626.31,Obras,Abierto simplificado,0.8700000036308048
156494.8,Suministros,Abierto,0.1974017667040694
130000.0,Servicios,Abierto,0.7576923076923077
187500.0,Servicios,Abierto,0.3913339733333333
10000.0,Servicios,Abierto simplificado,0.398
413650.34,Obras,Abierto simplificado,0.8754668737852361
28874.0,Servicios,Abierto simplificado,0.2088037680958648
206373.55,Obras,Abierto simplificado,0.7668000090127829
40000.0,Servicios,Abierto,0.5
94608.0,Servicios,Abierto,0.31450617283950616
178105.76,Servicios,Abierto,0.4132231321435084
308429.68,Obras,Abierto,0.9778840350254231
231404.96,Servicios,Abierto,0.22316427443906128
375144.0,Servicios,Abierto,0.7977531827778134
51718.66,Obras,Abierto simplificado,0.7331104479505075
11100.0,Suministros,Abierto simplificado,0.8524342342342343
443508.24,Obras,Abierto simplificado,0.8241109567659893
78290.8,Servicios,Abierto,0.8085918141084265
244674.0,Suministros,Abierto,0.7594202898550725
206800.0,Servicios,Abierto,0.42127659574468085
346432.0,Servicios,Abierto,0.246713352115278
440000.0,Servicios,Abierto,0.2979818181818182
50649.95,Obras,Abierto simplificado,0.9229479989614995
300826.45,Servicios,Abierto,0.3591834428122926
61911.53,Obras,Abierto simplificado,0.9599000380058448
179520.0,Servicios,Abierto,0.36363636363636365
175995.45,Suministros,Abierto,0.7036393270394207
219888.08,Suministros,Abierto,0.9889085392896242
95454.55,Servicios,Abierto simplificado,0.42857150340135697
148290.41,Suministros,Abierto,0.18768428787809002
150679.36,Suministros,Abierto,0.52018272442888
81967.05,Obras,Abierto simplificado,0.9147409843345587
44628.12,Servicios,Abierto,0.19001472614127593
77000.0,Servicios,Abierto simplificado,0.9980857142857144
489800.0,Servicios,Abierto,0.3756635361371989
61911.53,Obras,Abierto simplificado,0.9599000380058448
49200.0,Servicios,Abierto simplificado,0.440009756097561
142500.0,Servicios,Abierto,0.6333085614035088
