identificador,precio_lici,precio_adj_sin_imp,tipo_cont,tipo_pro
1008135,416808.96,133888.0,Servicios,Abierto
1009470,82644.62,82644.58,Suministros,Abierto
1192898,350000.0,68000.0,Servicios,Abierto
1210201,189680.0,55318.14,Servicios,Abierto
1243896,198000.0,190320.0,Servicios,Abierto
1272613,100000.0,100000.0,Servicios,Abierto
1274957,74415.0,57381.12,Servicios,Abierto
1310975,120000.0,80000.0,Servicios,Abierto
1354481,270000.0,205000.0,Suministros,Abierto
1468666,144230.0,1750.0,Servicios,Abierto
1479649,456734.68,281301.28,Suministros,Abierto
1481338,449663.26,80297.01,Servicios,Abierto
1483119,123165.0,77593.95,Servicios,Abierto
1484792,177272.73,138264.46,Servicios,Abierto
1484822,158198.34,59324.95,Servicios,Abierto
1502783,429000.0,89540.0,Servicios,Abierto
1523437,140000.0,56832.0,Servicios,Abierto
1549483,52050.0,12835.53,Servicios,Abierto
1562051,288757.0,222706.06,Servicios,Abierto
1581772,568181.81,72348.0,Servicios,Abierto
1588684,164778.0,85450.0,Servicios,Abierto
1589563,345875.0,174000.0,Servicios,Abierto
1595685,310000.0,248000.0,Servicios,Abierto
1601622,99173.55,99173.55,Suministros,Abierto
1601654,90000.0,35930.32,Servicios,Abierto
1603508,225000.0,157500.0,Servicios,Abierto
1611324,66115.7,66115.7,Suministros,Abierto
1617198,150000.0,46575.0,Servicios,Abierto
1621848,187200.0,31200.0,Servicios,Abierto
1623765,456905.0,274025.73,Servicios,Abierto
1626333,447192.4,218002.66,Servicios,Abierto
1644211,154212.0,67166.15,Servicios,Abierto
1650831,300000.0,185400.0,Servicios,Abierto
1650842,114726.35,52148.34,Suministros,Abierto
1665073,523963.62,220000.0,Servicios,Abierto
1667057,75000.0,34410.0,Servicios,Abierto
1667058,130000.0,104500.0,Servicios,Abierto
1691788,360000.0,164000.0,Servicios,Abierto
1700611,180796.26,179380.04,Obras,Abierto
1701363,25000.0,25000.0,Servicios,Abierto
1701364,105600.0,80926.08,Suministros,Abierto
1703477,24000.0,4890.0,Servicios,Abierto
1703484,120000.0,25800.0,Servicios,Abierto
1713266,133884.3,112800.0,Servicios,Abierto
1713331,22720.0,22720.0,Servicios,Abierto
1730454,568310.4,211130.4,Servicios,Abierto
1730461,440000.0,202400.0,Servicios,Abierto
1731328,109258.0,81850.0,Servicios,Abierto
1766436,43200.0,26544.0,Servicios,Abierto
1773301,502110.4,217622.0,Suministros,Abierto
1791970,35537.19,21855.37,Servicios,Abierto
1817315,300000.0,43000.0,Servicios,Abierto
1817334,356480.0,165689.57,Servicios,Abierto
1835372,30967.87,18549.75,Servicios,Abierto
1837783,205937.49,197638.21,Obras,Abierto
1841022,187323.74,93320.0,Obras,Abierto
1844206,234416.28,173725.91,Obras,Abierto
1847123,160583.97,31938.5,Servicios,Abierto
1849959,289747.08,59000.0,Servicios,Abierto
1852489,133714.08,50472.0,Servicios,Abierto
1853875,12000.0,12000.0,Servicios,Abierto
1872185,110400.0,82800.0,Suministros,Abierto
1874956,440000.0,229317.0,Servicios,Abierto
1878390,228213.0,112123.0,Suministros,Abierto
1882789,212000.0,169000.0,Servicios,Abierto
1890543,170100.0,73125.0,Servicios,Abierto
1913939,328000.0,236012.4,Servicios,Abierto
1916351,357413.0,357413.0,Servicios,Abierto
1922522,111107.4,47196.3,Servicios,Abierto
1926924,17142.84,7928.56,Servicios,Abierto
1926972,25000.0,11700.0,Servicios,Abierto
1929596,500000.0,320841.6,Servicios,Abierto
1941576,158367.18,106397.9,Servicios,Abierto
1943656,48384.0,20760.0,Servicios,Abierto
1950401,71653.47,50000.0,Servicios,Abierto
2012052,322133.4,49383.05,Servicios,Abierto
2015039,250968.66,228042.23,Suministros,Abierto
2015043,153312.09,100000.0,Servicios,Abierto
2015076,300000.0,99991.8,Servicios,Abierto
2015103,218924.54,133900.0,Servicios,Abierto
2017797,380000.0,122834.11,Servicios,Abierto
2017799,252271.75,209360.33,Obras,Abierto
2020132,31730.0,24200.0,Servicios,Abierto
2022178,52435.79,13090.8,Servicios,Abierto
2024606,30000.0,11000.0,Servicios,Abierto
2028934,240000.0,100000.0,Servicios,Abierto
2028950,59917.36,56921.0,Suministros,Abierto
2030955,570545.46,168000.0,Servicios,Abierto
2033577,434500.0,166000.0,Servicios,Abierto
2037753,62231.4,61764.66,Servicios,Abierto
2042434,42975.2,6890.5,Servicios,Abierto
2042625,135768.56,76534.47,Suministros,Abierto
2042709,324000.0,218836.0,Servicios,Abierto
2071180,495867.78,165289.26,Servicios,Abierto
2071204,44000.0,21600.0,Servicios,Abierto
2071456,406399.35,130907.88,Servicios,Abierto
2071470,427061.45,241732.9,Servicios,Abierto
2071594,301725.65,274296.04,Servicios,Abierto
2071840,105600.0,35200.0,Servicios,Abierto
2072465,130000.0,35000.0,Servicios,Abierto
2072563,140400.0,27000.0,Suministros,Abierto
2086255,66115.7,66115.7,Suministros,Abierto
2087850,175260.0,24007.0,Servicios,Abierto
2091018,24000.0,18000.0,Servicios,Abierto
2097670,40000.0,34898.0,Servicios,Abierto
2100759,193663.05,92220.5,Suministros,Abierto
2106848,42199.19,36237.08,Obras,Abierto
2116986,200006.08,124803.79,Obras,Abierto
2116989,65000.0,30771.17,Servicios,Abierto
2118321,366661.01,240419.62,Servicios,Abierto
2123430,189000.0,117714.0,Servicios,Abierto
2125522,403925.6,58182.75,Servicios,Abierto
2129846,60967.91,49890.0,Obras,Abierto
2136129,107163.0,62775.0,Servicios,Abierto
2138239,24793.39,24793.39,Servicios,Abierto
2150671,110480.0,43851.71,Suministros,Abierto
2153131,460816.61,265916.14,Servicios,Abierto
2155640,336000.0,80000.0,Servicios,Abierto
2160616,120000.0,39410.0,Servicios,Abierto
2167837,163800.0,65177.05,Suministros,Abierto
2174986,69002.64,57696.0,Servicios,Abierto
2177523,131165.64,12915.5,Servicios,Abierto
2179972,569455.26,71772.38,Suministros,Abierto
2182611,69500.0,65870.39,Suministros,Abierto
2182708,163800.0,52000.0,Servicios,Abierto
2192474,165037.1,148533.39,Servicios,Abierto
2192496,77953.9,14200.0,Servicios,Abierto
2196495,67548.0,62056.35,Servicios,Abierto
2200561,106920.0,35640.0,Servicios,Abierto
2208482,142619.7,24976.0,Servicios,Abierto
2217240,384640.0,96160.0,Suministros,Abierto
2237989,213168.0,88820.0,Servicios,Abierto
2245685,219548.0,109774.0,Servicios,Abierto
2245707,112188.14,574.0,Suministros,Abierto
2248519,280991.72,70247.93,Servicios,Abierto
2251850,24000.0,8715.0,Servicios,Abierto
2251863,34500.0,31500.0,Suministros,Abierto
2260581,486689.04,330500.0,Servicios,Abierto
2260594,451200.0,94000.0,Servicios,Abierto
2263275,45000.0,24000.0,Servicios,Abierto
2263331,358800.0,187716.6,Servicios,Abierto
2266079,200757.6,45000.02,Suministros,Abierto
2266126,28616.61,24760.33,Suministros,Abierto
2267368,319000.0,275290.0,Servicios,Abierto
2268463,40000.0,40000.0,Servicios,Abierto
2281248,64540.0,46217.0,Servicios,Abierto
2281300,198204.96,103948.99,Servicios,Abierto
2290132,296819.6,246173.6,Suministros,Abierto
2292828,140060.31,68275.2,Servicios,Abierto
2296566,64669.1,26945.46,Servicios,Abierto
2301234,95580.0,21794.41,Servicios,Abierto
2308029,463152.58,100673.01,Servicios,Abierto
2308074,375000.0,204572.16,Servicios,Abierto
2308076,484800.0,180000.0,Servicios,Abierto
2311026,154236.0,57931.8,Servicios,Abierto
2311042,96000.0,66000.0,Servicios,Abierto simplificado
2311070,191100.0,34910.0,Servicios,Abierto
2314170,325323.77,228117.03,Obras,Abierto
2314173,182148.77,100495.84,Servicios,Abierto
2314267,27300.0,8500.0,Servicios,Abierto simplificado
2317664,516285.0,245800.0,Servicios,Abierto
2317736,301550.1,33925.0,Servicios,Abierto
2317924,17718.27,13288.490000000002,Suministros,Abierto simplificado
2328367,182069.8,82759.0,Servicios,Abierto
2338564,282731.41,65083.0,Servicios,Abierto
2342141,216510.65,98413.93,Servicios,Abierto
2345244,82808.04,19911.6,Suministros,Abierto
2345339,80100.0,37535.9,Servicios,Abierto simplificado
2348337,105000.0,105000.0,Servicios,Abierto
2348355,99173.58,16528.93,Servicios,Abierto simplificado
2353855,146358.0,85500.0,Suministros,Abierto
2354097,230000.0,199980.0,Suministros,Abierto
2356256,80000.0,18671.0,Servicios,Abierto simplificado
2356264,275563.26,193000.0,Obras,Abierto simplificado
2358323,23636.36,9132.23,Servicios,Abierto simplificado
2358824,26055.0,15560.16,Servicios,Abierto simplificado
2358864,16202.06,9600.0,Servicios,Abierto simplificado
2358968,460000.0,322000.0,Servicios,Abierto
2359047,156345.25,144616.73,Obras,Abierto simplificado
2359048,351072.0,127650.0,Suministros,Abierto
2360930,21000.0,17335.0,Obras,Abierto simplificado
2366413,183702.43,103159.09999999999,Servicios,Abierto
2366572,21000.0,17300.0,Obras,Abierto simplificado
2366825,122892.0,45980.0,Suministros,Abierto
2366956,440330.58,357768.6,Obras,Abierto simplificado
2370849,196445.0,172352.78,Servicios,Abierto
2370980,96194.8,43269.66,Servicios,Abierto
2370985,30660.0,14260.0,Suministros,Abierto
2374194,285000.0,171000.0,Servicios,Abierto
2374502,20412.0,16499.7,Servicios,Abierto simplificado
2374594,27631.97,15985.39,Obras,Abierto
2374768,24200.0,11000.0,Servicios,Abierto simplificado
2376939,435445.69,296103.06,Obras,Abierto simplificado
2379119,98181.82,44628.1,Suministros,Abierto simplificado
2379141,27400.0,22644.63,Suministros,Abierto simplificado
2381365,22819.63,16338.55,Servicios,Abierto simplificado
2381450,71993.4,30400.0,Servicios,Abierto simplificado
2381478,219059.61,153041.0,Obras,Abierto simplificado
2383769,34980.0,15900.0,Suministros,Abierto simplificado
2386111,42945.09,39810.1,Obras,Abierto simplificado
2386133,279881.51,63767.5,Suministros,Abierto
2388713,526421.61,130351.81,Servicios,Abierto
2388759,319400.0,285800.0,Servicios,Abierto
2391025,56528.92,42396.69,Suministros,Abierto
2393483,150000.0,142522.29,Suministros,Abierto
2393509,198347.12,49586.77,Suministros,Abierto
2393583,28000.0,28000.0,Servicios,Abierto simplificado
2395838,128630.0,64315.0,Servicios,Abierto
2396031,76344.33,76337.1,Suministros,Abierto simplificado
2396070,66000.0,24750.0,Servicios,Abierto simplificado
2398453,23600.0,18800.0,Servicios,Abierto simplificado
2400803,168013.25,18247.89,Servicios,Abierto
2400842,248000.0,121453.61,Servicios,Abierto
2400961,136500.0,136500.0,Servicios,Abierto
2401051,361561.45,162357.74,Servicios,Abierto
2407800,47016.0,47016.0,Servicios,Abierto simplificado
2408002,440000.0,240000.0,Suministros,Abierto
2410597,27300.24,22642.2,Servicios,Abierto
2413243,434724.4,155193.84,Suministros,Abierto
2432790,80000.0,49791.84,Servicios,Abierto simplificado
2439392,99556.8,28089.24,Servicios,Abierto simplificado
2446477,89902.35,70138.63,Obras,Abierto simplificado
2449384,48000.0,28540.8,Suministros,Abierto
2449399,72575.2,36187.6,Servicios,Abierto
2449445,73978.8,39793.88,Servicios,Abierto simplificado
2449680,328346.0,293356.56,Servicios,Abierto
2452784,360000.0,278058.02999999997,Servicios,Abierto
2455197,30800.0,29700.0,Servicios,Abierto simplificado
2455723,121072.9,15635.0,Servicios,Abierto
2455912,267077.84,132757.02,Servicios,Abierto
2456019,85000.0,13160.0,Servicios,Abierto simplificado
2459721,497354.87,356295.0,Obras,Abierto simplificado
2459809,128873.3,106506.86,Obras,Abierto simplificado
2459952,73500.0,40425.0,Servicios,Abierto
2463382,34970.0,31473.0,Servicios,Abierto simplificado
2463390,16800.0,5388.0,Servicios,Abierto
2463442,390000.0,260000.0,Servicios,Abierto
2463465,67647.08,54202.5,Servicios,Abierto
2466765,50000.0,32600.0,Servicios,Abierto simplificado
2466806,92561.98,92561.98,Suministros,Abierto simplificado
2466838,64311.0,64311.0,Suministros,Abierto simplificado
2470961,88000.0,24699.0,Servicios,Abierto
2471104,72000.0,10800.0,Servicios,Abierto
2471155,100160.0,27229.739999999998,Suministros,Abierto
2471256,64315.2,24000.0,Servicios,Abierto simplificado
2476700,89443.08,54890.0,Obras,Abierto simplificado
2481047,432000.0,165580.17,Servicios,Abierto
2481254,94690.23,78980.06,Obras,Abierto simplificado
2481354,53600.0,17600.0,Servicios,Abierto simplificado
2485065,243843.08,206900.85,Obras,Abierto simplificado
2485199,429752.06,212727.27,Servicios,Abierto
2485237,147310.1,139870.94,Obras,Abierto simplificado
2485248,172375.7,107254.54,Servicios,Abierto
2485321,19725.04,5048.22,Servicios,Abierto simplificado
2485341,386186.4,125557.04,Servicios,Abierto
2489899,158967.94,119118.04,Obras,Abierto simplificado
2496847,494150.0,98830.0,Servicios,Abierto
2496858,510000.0,102000.0,Servicios,Abierto
2498085,25619.84,10754.64,Servicios,Abierto simplificado
2498098,67500.0,43171.92,Servicios,Abierto simplificado
2498161,159504.26,30128.0,Servicios,Abierto
2498223,72000.0,72000.0,Servicios,Abierto simplificado
2502651,33642.58,14013.93,Suministros,Abierto simplificado
2502668,254545.46,127272.73,Servicios,Abierto
2502876,29580.62,20104.76,Suministros,Abierto
2502912,204780.0,100590.0,Servicios,Abierto
2507137,150754.4,1759.34,Suministros,Abierto
2507164,51928.32,42915.97,Obras,Abierto simplificado
2507219,168224.3,84112.15,Servicios,Abierto
2507270,180000.0,176500.0,Servicios,Abierto
2507318,153185.17,16.97,Servicios,Abierto
2513310,538135.4,229871.0,Servicios,Abierto
2561145,501033.36,225465.0,Servicios,Abierto
2562340,36288.0,15120.0,Servicios,Abierto simplificado
2562356,100000.0,18181.82,Servicios,Abierto simplificado
2562403,54000.0,36000.0,Servicios,Abierto simplificado
2565936,100000.0,50000.0,Servicios,Abierto
2575166,123966.94,111570.25,Servicios,Abierto
2575250,206829.7,94013.5,Servicios,Abierto
2575367,108546.32,78262.79,Servicios,Abierto
2575677,347662.53,300254.01,Obras,Abierto
2575705,197056.23,136621.8,Servicios,Abierto
2575817,125984.68,124094.91,Obras,Abierto simplificado
2575983,138395.41,126234.22,Suministros,Abierto
2576070,30000.0,15660.0,Servicios,Abierto simplificado
2581006,564126.51,321717.46,Servicios,Abierto
2584178,372251.91,360240.46,Obras,Abierto simplificado
2585702,8700.0,5800.0,Servicios,Abierto simplificado
2585754,128785.8,50902.369999999995,Suministros,Abierto
2585855,99464.85,44699.07,Suministros,Abierto simplificado
2585994,27433.0,22420.0,Suministros,Abierto
2590045,102000.0,34000.0,Servicios,Abierto
2590079,315386.51,135613.5,Suministros,Abierto
2590131,195000.0,59588.15,Servicios,Abierto
2590139,25619.84,8790.0,Servicios,Abierto simplificado
2590285,11779.2,7067.52,Servicios,Abierto simplificado
2598974,405864.05,313747.2,Obras,Abierto simplificado
2599008,218147.6,214596.95,Suministros,Abierto
2599030,310000.0,298750.0,Servicios,Abierto
2599080,87466.71,73501.43,Obras,Abierto simplificado
2599095,115559.71,97109.0,Obras,Abierto simplificado
2599318,56700.0,28350.0,Suministros,Abierto simplificado
2607435,147383.82,129873.17,Suministros,Abierto
2607436,208500.0,184510.11,Suministros,Abierto
2607445,85950.41,57586.5,Servicios,Abierto
2607788,327102.8,212616.83000000002,Suministros,Abierto
2607859,15000.0,1820.0,Servicios,Abierto simplificado
2608037,160661.16,77600.0,Servicios,Abierto
2615760,124710.0,99606.44,Suministros,Abierto
2621474,117830.0,61392.36,Suministros,Abierto
2621569,23140.5,19608.68,Suministros,Abierto simplificado
2621600,48368.94,42995.15,Obras,Abierto simplificado
2625658,27000.0,13800.0,Servicios,Abierto simplificado
2626242,50350.0,22500.0,Servicios,Abierto simplificado
2626281,125289.76,98994.78,Obras,Abierto simplificado
2629704,280000.0,70000.0,Servicios,Abierto
2629967,119499.8,119499.79999999999,Obras,Abierto
2629972,72300.01,72300.01,Obras,Abierto
2630116,100000.0,50000.0,Servicios,Abierto simplificado
2634608,14789.68,3244.56,Suministros,Abierto simplificado
2634660,28633.53,22411.46,Servicios,Abierto simplificado
2638800,185486.4,168791.06,Suministros,Abierto
2638810,37845.0,28350.0,Servicios,Abierto simplificado
2638817,32782.0,24600.0,Servicios,Abierto simplificado
2638842,90000.0,62859.6,Servicios,Abierto simplificado
2638923,29380.0,19630.0,Servicios,Abierto simplificado
2638925,92500.0,15953.41,Servicios,Abierto simplificado
2639091,56809.0,6296.0,Servicios,Abierto
2645354,170100.0,144500.0,Servicios,Abierto
2652066,492264.27,210606.74,Suministros,Abierto
2654411,294800.0,73700.0,Servicios,Abierto
2654523,585089.47,94494.5,Suministros,Abierto
2655718,289237.59,209000.0,Obras,Abierto
2655803,35802.09,32221.88,Servicios,Abierto simplificado
2655972,95000.0,38000.0,Servicios,Abierto
2660185,34768.0,28864.0,Suministros,Abierto simplificado
2660205,401996.18,351552.55,Obras,Abierto
2660329,20550.0,12330.0,Servicios,Abierto simplificado
2660445,36000.0,28800.0,Servicios,Abierto simplificado
2665102,360000.0,180000.0,Servicios,Abierto
2669875,65000.0,54348.89,Servicios,Abierto
2670022,448487.2,359686.73,Obras,Abierto
2674739,82626.31,71884.89,Obras,Abierto simplificado
2674763,156494.8,30892.35,Suministros,Abierto
2674808,130000.0,98500.0,Servicios,Abierto
2674903,187500.0,73375.12,Servicios,Abierto
2674932,10000.0,3980.0,Servicios,Abierto simplificado
2679550,413650.34,362137.17000000004,Obras,Abierto simplificado
2679662,28874.0,6029.0,Servicios,Abierto simplificado
2684432,206373.55,158247.24,Obras,Abierto simplificado
2684464,40000.0,20000.0,Servicios,Abierto
2684548,94608.0,29754.8,Servicios,Abierto
2689692,178105.76,73597.42,Servicios,Abierto
2693938,308429.68,301608.46,Obras,Abierto
2694127,169234.98,14.25,Servicios,Abierto
2694189,231404.96,51641.32,Servicios,Abierto
2694293,375144.0,299272.32,Servicios,Abierto
2699156,51718.66,37915.49,Obras,Abierto simplificado
2699161,11100.0,9462.02,Suministros,Abierto simplificado
2699255,443508.24,365500.0,Obras,Abierto simplificado
2699260,78290.8,63305.3,Servicios,Abierto
2699378,244674.0,185810.4,Suministros,Abierto
2699384,206800.0,87120.0,Servicios,Abierto
2702665,346432.0,85469.4,Servicios,Abierto
2702666,440000.0,131112.0,Servicios,Abierto
2703415,50649.95,46747.27,Obras,Abierto simplificado
2704001,300826.45,108051.88,Servicios,Abierto
2704034,61911.53,59428.88,Obras,Abierto simplificado
2704058,179520.0,65280.0,Servicios,Abierto
2704289,175995.45,123837.32,Suministros,Abierto
2710032,219888.08,217449.2,Suministros,Abierto
2710056,95454.55,40909.1,Servicios,Abierto simplificado
2715534,148290.41,27831.78,Suministros,Abierto
2715705,150679.36,78380.8,Suministros,Abierto
2715734,81967.05,74978.62,Obras,Abierto simplificado
2721767,44628.12,8480.0,Servicios,Abierto
2721780,77000.0,76852.6,Servicios,Abierto simplificado
2721995,489800.0,184000.0,Servicios,Abierto
2727652,61911.53,59428.88,Obras,Abierto simplificado
2727689,49200.0,21648.48,Servicios,Abierto simplificado
2727891,142500.0,90246.47,Servicios,Abierto
2727898,90247.93,34710.74,Servicios,Abierto
2732805,400000.0,29515.79,Suministros,Abierto
2737477,215506.34,89794.31,Suministros,Abierto
2737496,50160.0,17100.0,Servicios,Abierto simplificado
2737553,78296.4,16311.75,Servicios,Abierto simplificado
2737580,27574.9,5744.77,Servicios,Abierto simplificado
2737751,49586.78,42485.95,Obras,Abierto simplificado
2737768,134400.0,134352.0,Suministros,Abierto
2746233,168500.0,149800.0,Servicios,Abierto
2746253,218958.3,203631.0,Servicios,Abierto
2746425,19868.2,8127.42,Servicios,Abierto
2749729,365328.0,256500.0,Servicios,Abierto
2750509,41795.64,36410.0,Obras,Abierto simplificado
2754158,126000.0,44106.3,Suministros,Abierto
2754189,57851.24,51652.7,Obras,Abierto simplificado
2754343,27109.8,25344.0,Servicios,Abierto simplificado
2758203,15419.0,14698.0,Suministros,Abierto simplificado
2758379,23400.0,11700.0,Suministros,Abierto
2762317,89540.0,73647.99,Servicios,Abierto
2766389,216000.0,216000.0,Servicios,Abierto
2766583,149851.0,107492.69,Obras,Abierto simplificado
2766610,57851.24,51200.0,Obras,Abierto simplificado
2771058,11200.0,5578.51,Servicios,Abierto simplificado
2771088,520402.2,346400.0,Servicios,Abierto
2775151,49297.73,45076.87,Obras,Abierto simplificado
2775156,124528.91,103458.52,Suministros,Abierto
2780014,176716.8,169728.0,Servicios,Abierto
2780075,416000.0,195000.0,Servicios,Abierto
2780102,186180.0,111583.88,Servicios,Abierto
2780250,413244.55,255900.0,Obras,Abierto
2784664,97190.08,39900.0,Servicios,Abierto simplificado
2789321,253440.0,108768.0,Suministros,Abierto
2789469,20560.74,9345.79,Servicios,Abierto
2789471,58488.86,57026.64,Servicios,Abierto simplificado
2794590,580818.72,107975.4,Servicios,Abierto
2794697,372833.44,207201.03,Servicios,Abierto
2794707,95400.0,55600.0,Servicios,Abierto simplificado
2798280,154025.0,152025.0,Servicios,Abierto
2798830,90826.44,82644.0,Obras,Abierto
2798842,95408.5,74165.1,Suministros,Abierto
2799909,186915.88,175900.0,Obras,Abierto simplificado
2799942,19834.71,18281.65,Suministros,Abierto simplificado
2799945,429657.95,283531.28,Obras,Abierto
2803482,198493.0,194778.0,Suministros,Abierto
2803684,92710.48,46355.24,Servicios,Abierto simplificado
2808029,10800.0,4500.0,Servicios,Abierto simplificado
2808052,96000.0,28776.0,Servicios,Abierto simplificado
2808146,327102.8,266990.0,Obras,Abierto simplificado
2808180,264462.8,66115.7,Servicios,Abierto
2808352,160138.93,91000.0,Obras,Abierto
2808357,11616.0,6160.0,Servicios,Abierto simplificado
2808368,96783.58,35484.0,Suministros,Abierto simplificado
2808422,198660.0,193818.0,Suministros,Abierto
2815093,270000.0,86550.0,Servicios,Abierto
2815101,279362.64,165815.2,Servicios,Abierto
2815486,145965.02,145965.02,Obras,Abierto simplificado
2815487,140227.0,140227.0,Obras,Abierto simplificado
2816547,467251.2,238032.0,Servicios,Abierto
2816576,460267.12,349710.96,Obras,Abierto simplificado
2816584,84807.0,31802.0,Servicios,Abierto simplificado
2816596,455752.08,105000.0,Servicios,Abierto
2816603,41322.3,34245.39,Suministros,Abierto simplificado
2816622,57851.24,55525.94,Obras,Abierto simplificado
2816750,469918.8,159016.66,Suministros,Abierto
2816756,393000.0,196500.0,Servicios,Abierto
2816761,424294.5,101022.5,Suministros,Abierto
2819239,81045.56,39900.0,Servicios,Abierto simplificado
2819248,469700.0,234146.58,Servicios,Abierto
2819312,278138.46,244760.0,Obras,Abierto
2819350,7236.2,6945.46,Obras,Abierto simplificado
2821858,291850.0,291850.0,Suministros,Abierto
2824357,247933.88,234000.0,Obras,Abierto simplificado
2826395,86056.2,83000.0,Obras,Abierto
2826437,54800.0,48600.0,Suministros,Abierto simplificado
2832909,558000.0,150000.0,Servicios,Abierto
2833576,114661.33,85301.84,Obras,Abierto simplificado
2833623,180000.0,36000.0,Servicios,Abierto
2837933,273057.85,200000.0,Obras,Abierto simplificado
2837962,35622.96,16831.85,Servicios,Abierto simplificado
2838025,99173.55,88850.0,Suministros,Abierto simplificado
2841324,243297.6,181206.45,Obras,Abierto simplificado
2842427,298879.12,243677.69,Obras,Abierto
2846639,92400.0,22176.0,Servicios,Abierto
2846681,132888.0,26320.0,Suministros,Abierto
2846826,183970.0,145336.3,Obras,Abierto simplificado
2846853,82529.18,82529.18,Obras,Abierto simplificado
2852117,30523.2,8438.0,Suministros,Abierto simplificado
2852126,63672.49,52621.89,Obras,Abierto simplificado
2852239,212796.72,51662.439999999995,Suministros,Abierto
2856673,98997.65,69298.36,Suministros,Abierto simplificado
2856830,104589.8,76186.33,Obras,Abierto simplificado
2861208,77332.45,60744.0,Obras,Abierto simplificado
2861305,48308.6,39924.5,Obras,Abierto simplificado
2861358,378979.97,238362.58,Servicios,Abierto
2864658,300982.5,177390.0,Servicios,Abierto
2865675,97500.0,80922.0,Servicios,Abierto simplificado
2865701,151311.6,66778.0,Servicios,Abierto
2865711,18314.05,17999.0,Obras,Abierto simplificado
2865755,132000.0,35200.0,Servicios,Abierto
2865809,176973.21,55000.0,Servicios,Abierto
2865879,22000.0,17520.0,Servicios,Abierto simplificado
2865950,53645.0,32863.93,Suministros,Abierto simplificado
2869798,60800.0,37888.1,Servicios,Abierto simplificado
2873774,40000.0,16150.0,Servicios,Abierto simplificado
2873930,150000.0,103200.0,Servicios,Abierto
2879261,71735.6,71735.6,Obras,Abierto simplificado
2879276,109643.65,97529.65,Obras,Abierto simplificado
2879355,75353.01,49258.18,Servicios,Abierto
2887044,199500.0,86352.0,Servicios,Abierto
2887103,193089.6,44000.0,Servicios,Abierto
2887230,526500.0,235099.02,Servicios,Abierto
2894287,90434.49,88861.8,Servicios,Abierto simplificado
2894288,444149.18,13636.97,Obras,Abierto simplificado
2894361,328935.26,164467.68,Servicios,Abierto
2899532,32000.0,25300.0,Suministros,Abierto simplificado
2899554,79160.0,19460.0,Servicios,Abierto simplificado
2899559,79850.0,60013.0,Suministros,Abierto simplificado
2908373,145230.0,123566.0,Obras,Abierto simplificado
2908702,18000.0,18000.0,Suministros,Abierto simplificado
2908705,100000.0,100000.0,Suministros,Abierto
2908769,209125.0,25100.0,Servicios,Abierto
2908823,220071.26,159532.7,Obras,Abierto simplificado
2913176,6266.72,2553.0,Servicios,Abierto simplificado
2913370,53719.0,30730.0,Obras,Abierto
2913395,190322.29,149403.0,Obras,Abierto simplificado
2913465,321439.65,205530.58,Servicios,Abierto
2913490,228340.42,162375.4,Servicios,Abierto
2913496,19000.0,18000.0,Servicios,Abierto
2927591,48000.0,42627.0,Obras,Abierto simplificado
2927646,336000.0,81680.0,Suministros,Abierto
2927671,29727.5,21321.81,Servicios,Abierto simplificado
2927780,33000.0,22375.0,Suministros,Abierto simplificado
2927833,81000.0,51881.02,Servicios,Abierto simplificado
2934700,246240.0,50.0,Servicios,Abierto
2934702,87059.62,87059.62,Suministros,Abierto simplificado
2934893,65450.0,63299.5,Obras,Abierto
2934904,354931.2,145030.56,Suministros,Abierto
2938848,205170.0,97700.0,Servicios,Abierto
2938877,129074.54,97050.98,Obras,Abierto simplificado
2938908,181823.88,65353.0,Suministros,Abierto
2938932,65601.51,24189.57,Servicios,Abierto simplificado
2939048,580000.0,219840.0,Servicios,Abierto
2943109,232400.0,220299.0,Servicios,Abierto
2943264,70000.0,57400.0,Servicios,Abierto simplificado
2943271,407673.12,297470.49,Suministros,Abierto
2943299,145248.0,70176.0,Servicios,Abierto
2943374,432386.51,167513.87,Suministros,Abierto
2947852,61573.16,50489.99,Obras,Abierto simplificado
2954282,149930.0,63972.3,Servicios,Abierto
2954346,23140.5,23140.489999999998,Servicios,Abierto simplificado
2954400,50343.53,48708.65,Suministros,Abierto simplificado
2965011,308741.3,304403.98,Obras,Abierto
2965135,119790.0,90000.0,Servicios,Abierto simplificado
2965144,362824.36,164647.44,Servicios,Abierto
2965213,191040.0,69799.18,Servicios,Abierto
2965272,368245.97,201061.09,Servicios,Abierto
2973808,266761.44,70762.56,Servicios,Abierto
2973840,247520.0,239998.0,Obras,Abierto simplificado
2973843,17500.0,2000.0,Servicios,Abierto simplificado
2973892,82375.99,81800.0,Obras,Abierto simplificado
2973896,191204.9,149522.23,Obras,Abierto simplificado
2974059,129866.76,61989.73,Servicios,Abierto
2988334,218181.81,79995.0,Servicios,Abierto
2988341,88387.2,24000.0,Servicios,Abierto simplificado
2988437,52531.54,45944.0,Obras,Abierto
2988488,310179.0,283992.0,Servicios,Abierto
2988525,383000.0,55114.42,Servicios,Abierto
2993435,5573.74,2800.0,Servicios,Abierto simplificado
2993599,157718.18,157718.18,Servicios,Abierto
2993752,168000.0,168000.0,Servicios,Abierto
3000647,192000.0,29.0,Servicios,Abierto
3000659,24793.39,23749.0,Suministros,Abierto simplificado
3000867,172700.4,66796.72,Servicios,Abierto
