identificador,precio_lici,precio_adj_sin_imp,tipo_cont,tipo_pro
7171048,100000.0,100000.0,Servicios,Abierto simplificado
7171055,18700.0,17750.0,Servicios,Abierto simplificado
7171057,59259.87,52000.0,Obras,Abierto simplificado
7171633,139505.17,139505.17,Obras,Abierto simplificado
7171634,134662.93,99986.49,Obras,Abierto simplificado
7171637,50000.0,50000.0,Suministros,Abierto simplificado
7171638,107438.02,75240.0,Obras,Abierto simplificado
7171639,26859.5,20212.5,Suministros,Abierto
7171640,158545.44,36800.0,Servicios,Abierto
7171643,126409.92,85709.04,Suministros,Abierto
7171644,44000.0,17640.0,Suministros,Abierto simplificado
7171645,554966.92,265824.48,Servicios,Abierto
7171646,215702.48,198877.68,Obras,Abierto
7171647,61860.96,21300.0,Servicios,Abierto
7171648,220724.68,182417.09,Obras,Abierto simplificado
7171649,24793.39,18099.0,Suministros,Abierto simplificado
7171651,16500.0,12990.0,Suministros,Abierto simplificado
7171652,17492.22,4919.0,Servicios,Abierto simplificado
7171679,254860.77,235746.0,Obras,Abierto simplificado
7172264,82200.14,67934.0,Obras,Abierto simplificado
7172265,89940.0,41968.65,Servicios,Abierto simplificado
7172267,84826.56,61534.6,Obras,Abierto simplificado
7172268,79672.8,19923.12,Servicios,Abierto simplificado
7172270,27498.0,10655.48,Suministros,Abierto simplificado
7172271,22200.0,22190.0,Suministros,Abierto
7172274,5749.82,4149.0,Servicios,Abierto simplificado
7174632,12250.0,8340.0,Servicios,Abierto simplificado
7174633,84596.8,35417.76,Suministros,Abierto simplificado
7174634,460890.01,299138.36,Suministros,Abierto
7174635,246446.28,242004.41,Obras,Abierto simplificado
7174636,22907.73,17200.0,Servicios,Abierto simplificado
7174637,27400.0,24600.0,Servicios,Abierto simplificado
7174639,25487.81,19197.57,Suministros,Abierto simplificado
7174640,215440.01,166212.0,Obras,Abierto simplificado
7174641,6535.3,4720.5,Obras,Abierto
7174642,50247.93,42627.0,Obras,Abierto simplificado
7174643,36000.0,12000.0,Servicios,Abierto
7174644,34814.68,17289.0,Servicios,Abierto simplificado
7174645,98000.0,96600.0,Suministros,Abierto simplificado
7174646,9200.0,4800.0,Servicios,Abierto
7174650,50000.0,23975.0,Servicios,Abierto
7174651,396000.0,245968.8,Servicios,Abierto
7174654,132000.0,132000.0,Servicios,Abierto
7174656,480000.0,298144.0,Servicios,Abierto
7174662,26000.0,20540.0,Servicios,Abierto
7174665,67767.95,32200.0,Servicios,Abierto simplificado
7174666,261920.0,210954.32,Servicios,Abierto
7174668,530000.0,0.05,Suministros,Abierto
7174670,190000.0,190000.0,Suministros,Abierto
7174671,43623.97,43000.0,Servicios,Abierto
7174672,59820.0,49302.0,Servicios,Abierto simplificado
7174674,210000.0,199800.0,Servicios,Abierto
7174676,171573.34,127123.32,Obras,Abierto simplificado
7174677,96720.0,48360.0,Suministros,Abierto simplificado
7174679,295196.08,215493.14,Servicios,Abierto
7174680,13363.13,9000.0,Servicios,Abierto simplificado
7174683,155739.3,109823.59,Suministros,Abierto
7174686,98000.0,89371.9,Suministros,Abierto
7174687,125787.7,109603.38,Suministros,Abierto simplificado
7174688,18793.01,17392.93,Obras,Abierto simplificado
7174689,24793.39,24792.56,Suministros,Abierto simplificado
7174690,258448.54,201641.55,Obras,Abierto simplificado
7174692,326657.1,326657.1,Obras,Abierto simplificado
7174693,199980.0,130136.0,Servicios,Abierto
7174699,41322.32,38263.0,Servicios,Abierto
7174701,190967.69,179500.0,Obras,Abierto simplificado
7174704,212713.98,152965.8,Servicios,Abierto
7174705,250000.0,49468.0,Suministros,Abierto
7174706,160000.0,30558.3,Suministros,Abierto
7174708,294168.0,177236.22,Servicios,Abierto
7174711,60284.0,18189.43,Suministros,Abierto simplificado
7174713,30960.0,14791.8,Servicios,Abierto simplificado
7174715,78918.09,70947.0,Obras,Abierto
7174716,18379.84,3040.81,Suministros,Abierto simplificado
7174717,162392.5,162392.5,Suministros,Abierto
7174719,35000.0,6720.0,Servicios,Abierto
7174720,45000.0,29250.0,Servicios,Abierto simplificado
7174727,30745.0,27950.0,Servicios,Abierto simplificado
7174729,110743.8,55371.9,Servicios,Abierto
7174730,34988.93,32952.76,Suministros,Abierto simplificado
7174734,221695.9,88067.0,Servicios,Abierto
7174736,88166.15,61500.0,Obras,Abierto simplificado
7174739,9000.0,3000.0,Servicios,Abierto simplificado
7174743,50000.0,32840.0,Obras,Abierto
7174744,50201.04,44572.86,Suministros,Abierto simplificado
7174750,49676.25,40912.95,Suministros,Abierto simplificado
7174752,396000.0,170685.0,Servicios,Abierto
7174774,114500.72,98900.0,Obras,Abierto simplificado
7174775,72000.0,21560.0,Servicios,Abierto
7174776,42975.2,2537.37,Servicios,Abierto simplificado
7174780,48165.0,27167.0,Suministros,Abierto simplificado
7174782,153945.0,37309.12,Servicios,Abierto
7174784,100000.0,100000.0,Obras,Abierto
7174785,191366.76,15199.980000000001,Servicios,Abierto
7174789,75909.89,35787.0,Servicios,Abierto simplificado
7174791,72218.77,58424.0,Obras,Abierto simplificado
7174797,17200.0,17195.09,Suministros,Abierto simplificado
7174798,25496.72,25496.72,Suministros,Abierto simplificado
7174801,12250.0,11436.96,Servicios,Abierto simplificado
7174802,49699.42,40664.07,Obras,Abierto
7174807,57222.0,49700.0,Obras,Abierto
7174808,48602.0,48500.0,Suministros,Abierto simplificado
7174810,5600.0,4608.0,Servicios,Abierto simplificado
7174811,100000.0,60000.0,Servicios,Abierto simplificado
7174812,5280.0,1656.0,Suministros,Abierto simplificado
7174813,39000.0,7750.0,Servicios,Abierto simplificado
7174816,205342.53,163321.8,Servicios,Abierto
7174823,59990.0,50848.78,Servicios,Abierto simplificado
7174825,41975.0,30150.64,Obras,Abierto simplificado
7174826,25000.0,17175.0,Servicios,Abierto simplificado
7174828,95586.76,38129.17,Servicios,Abierto simplificado
7174829,377960.0,50345.0,Suministros,Abierto
7174831,179200.0,137984.0,Suministros,Abierto
7174832,150000.0,150000.0,Suministros,Abierto
7174835,42350.0,26000.0,Suministros,Abierto simplificado
7174836,19007.98,6335.98,Servicios,Abierto simplificado
7174838,24000.0,24000.0,Servicios,Abierto simplificado
7174845,172977.13,148750.0,Servicios,Abierto
7174846,14300.0,4687.5,Servicios,Abierto
7174847,137590.5,35326.0,Servicios,Abierto
7174849,14049.59,10995.0,Servicios,Abierto simplificado
7174853,45354.99,45354.99,Obras,Abierto
7174854,19002.82,13624.1,Suministros,Abierto
7174855,350000.0,248926.07,Obras,Abierto simplificado
7174861,175510.67,103551.3,Servicios,Abierto
7174866,56988.8,23693.0,Servicios,Abierto simplificado
7174867,56000.0,2640.0,Servicios,Abierto simplificado
7174868,43181.56,28014.24,Suministros,Abierto simplificado
7174869,22479.34,14499.0,Servicios,Abierto simplificado
7174873,53719.01,52644.64,Obras,Abierto simplificado
7174876,398256.41,215000.0,Servicios,Abierto
7174877,31000.0,31000.0,Suministros,Abierto simplificado
7174879,174550.0,105814.5,Servicios,Abierto
7174881,27867.51,10886.52,Servicios,Abierto simplificado
7174882,38100.0,33950.0,Suministros,Abierto simplificado
7174885,83060.36,11795.01,Servicios,Abierto simplificado
7174887,60000.0,30000.0,Suministros,Abierto
7174888,156794.01,156794.01,Servicios,Abierto simplificado
7174889,145600.0,145600.0,Servicios,Abierto
7174892,398376.0,303812.0,Suministros,Abierto
7174912,195600.0,145808.45,Obras,Abierto
7174913,101000.0,101000.0,Suministros,Abierto simplificado
7174915,42516.65,36948.5,Suministros,Abierto simplificado
7174921,40983.6,9412.0,Servicios,Abierto simplificado
7174926,44385.59,44385.57,Obras,Abierto simplificado
7174928,88024.34,83623.13,Servicios,Abierto simplificado
7174930,260667.18,211114.35,Obras,Abierto simplificado
7174931,311125.3,93953.0,Servicios,Abierto
7174932,42500.0,7345.0,Servicios,Abierto simplificado
7174933,28000.0,6199.23,Suministros,Abierto simplificado
7174936,175955.33,131532.82,Obras,Abierto simplificado
7174937,27272.73,23998.48,Suministros,Abierto simplificado
7174939,86265.19,66750.0,Obras,Abierto simplificado
7174940,174635.8,30000.0,Servicios,Abierto
7174941,98600.0,57600.0,Servicios,Abierto simplificado
7174943,103840.0,36094.78,Servicios,Abierto simplificado
7174947,48900.0,14735.0,Servicios,Abierto
7175232,99079.5,76818.36,Suministros,Abierto simplificado
7175233,31363.5,30995.0,Servicios,Abierto simplificado
7175234,40535.0,28717.17,Obras,Abierto
7175235,20000.0,20000.0,Suministros,Abierto
7175237,28037.38,22990.66,Obras,Abierto simplificado
7175238,111908.48,84293.0,Obras,Abierto simplificado
7175240,132231.4,110069.76,Suministros,Abierto
7175242,106942.8,43085.42,Servicios,Abierto simplificado
7175243,49586.77,44120.0,Obras,Abierto simplificado
7175244,11323.0,1579.42,Servicios,Abierto simplificado
7175245,40000.0,28000.0,Suministros,Abierto simplificado
7175246,199692.9,156000.0,Servicios,Abierto
7175247,59504.13,38160.0,Suministros,Abierto
7175248,33158.1,26360.69,Servicios,Abierto simplificado
7175261,12396.69,8499.0,Servicios,Abierto simplificado
7175263,78912.0,78911.0,Servicios,Abierto
7175264,65438.0,12967.6,Servicios,Abierto simplificado
7175266,289350.0,39774.02,Servicios,Abierto
7175267,200000.0,13.329999999999998,Servicios,Abierto
7175269,144181.82,72090.91,Servicios,Abierto
7175270,110560.65,93000.0,Obras,Abierto simplificado
7175577,20652.88,8880.74,Suministros,Abierto simplificado
7175578,96000.0,96000.0,Suministros,Abierto simplificado
7178814,175563.03,109143.39,Suministros,Abierto
7178815,61000.0,45400.0,Servicios,Abierto
7178819,54000.0,32720.19,Servicios,Abierto simplificado
7178820,49700.0,29792.159999999996,Suministros,Abierto simplificado
7178823,92600.68,73499.69,Obras,Abierto
7178825,28000.0,23797.2,Suministros,Abierto simplificado
7178831,191526.85,183000.0,Obras,Abierto simplificado
7178832,271282.2,104015.5,Suministros,Abierto
7178836,9000.0,3000.0,Servicios,Abierto simplificado
7178838,98076.92,31730.77,Servicios,Abierto
7178841,297728.72,183971.21,Obras,Abierto
7178844,82644.63,82644.63,Obras,Abierto simplificado
7178845,29949.11,28378.01,Suministros,Abierto simplificado
7178846,99656.05,68808.08,Obras,Abierto simplificado
7178850,117132.96,21610.38,Servicios,Abierto
7178851,23757.85,23757.85,Suministros,Abierto simplificado
7178852,18000.0,4482.0,Servicios,Abierto simplificado
7178855,6124.8,2836.6,Servicios,Abierto
7178856,194615.0,171989.0,Suministros,Abierto
7178858,476982.0,195129.0,Servicios,Abierto
7178862,246181.23,200243.81,Obras,Abierto
7178866,41000.0,40795.0,Suministros,Abierto
7178873,98050.0,26640.0,Suministros,Abierto simplificado
7178875,47672.88,20150.0,Servicios,Abierto simplificado
7178878,31790.0,31790.0,Suministros,Abierto simplificado
7178879,46132.92,21198.0,Servicios,Abierto simplificado
7178880,139000.0,87500.0,Servicios,Abierto simplificado
7178881,140505.0,140500.0,Suministros,Abierto
7178884,168000.0,167735.85,Suministros,Abierto
7178886,154462.08,114131.92,Obras,Abierto simplificado
7178887,7260.0,6171.0,Suministros,Abierto simplificado
7178888,90000.0,76500.0,Servicios,Abierto
7178889,60000.0,59445.44,Suministros,Abierto simplificado
7178890,25565.86,19211.22,Suministros,Abierto
7178893,69040.96,62480.0,Obras,Abierto simplificado
7178894,63897.6,24786.96,Servicios,Abierto
7178896,66592.32,11962.4,Servicios,Abierto
7178897,30096.0,9120.0,Servicios,Abierto
7178900,139878.53,114000.0,Obras,Abierto
7178901,49586.78,177.09,Suministros,Abierto simplificado
7178905,5785.0,5622.12,Suministros,Abierto
7178907,386273.05,64885.0,Servicios,Abierto
7178909,200000.0,169903.0,Obras,Abierto simplificado
7178914,51000.0,40805.1,Servicios,Abierto simplificado
7178915,325337.87,278033.75,Obras,Abierto simplificado
7178916,24800.0,24800.0,Servicios,Abierto simplificado
7178918,8499.99,8378.75,Suministros,Abierto simplificado
7178920,32832.1,22000.0,Servicios,Abierto simplificado
7178923,36574.82,19933.01,Servicios,Abierto simplificado
7178930,43054.0,15894.0,Servicios,Abierto
7178932,33000.0,16499.43,Servicios,Abierto simplificado
7178935,97036.17,41754.72,Servicios,Abierto
7178938,18000.0,3000.0,Servicios,Abierto simplificado
7178939,208500.0,181300.0,Suministros,Abierto
7178941,94000.0,37290.21,Suministros,Abierto
7178944,13560.0,11000.0,Suministros,Abierto simplificado
7178946,87888.16,75978.28,Obras,Abierto
7178947,25619.83,25600.0,Suministros,Abierto simplificado
7178949,68429.75,62000.0,Obras,Abierto
7178952,85583.68,21134.4,Servicios,Abierto
7178953,61818.18,61818.18,Servicios,Abierto simplificado
7178956,25000.0,18850.0,Suministros,Abierto
7178959,74356.24,64011.03,Servicios,Abierto simplificado
7178960,12248.67,9761.77,Suministros,Abierto simplificado
7178961,168069.26,167899.0,Suministros,Abierto
7178964,239500.0,179625.0,Servicios,Abierto
7178965,58351.15,49000.0,Obras,Abierto simplificado
7178967,52133.8,50200.0,Obras,Abierto simplificado
7178969,10837.5,3142.87,Servicios,Abierto simplificado
7178970,60872.0,34416.0,Servicios,Abierto simplificado
7178972,125772.24,98207.16,Obras,Abierto
7178973,345120.42,262120.0,Obras,Abierto simplificado
7178974,30492.31,11435.0,Servicios,Abierto simplificado
7178975,16320.0,6255.0,Servicios,Abierto simplificado
7178976,21756.2,19911.0,Suministros,Abierto simplificado
7178977,29383.0,21455.16,Suministros,Abierto simplificado
7178982,98960.4,37173.46,Servicios,Abierto
7178985,12600.0,6298.6,Servicios,Abierto simplificado
7178987,82355.48,41514.87,Obras,Abierto
7178993,60000.0,51001.58,Servicios,Abierto
7178994,61157.02,43750.0,Servicios,Abierto simplificado
7178995,64752.39,63133.58,Obras,Abierto simplificado
7178996,174127.57,149341.44999999998,Suministros,Abierto
7179000,77145.55,64802.26,Servicios,Abierto
7179002,209000.0,125000.0,Servicios,Abierto
7179004,99740.0,99740.0,Servicios,Abierto
7179006,136044.42,125160.87,Obras,Abierto simplificado
7179013,221302.4,96277.0,Servicios,Abierto
7179017,34500.0,630.0,Servicios,Abierto simplificado
7179018,10000.0,8986.41,Suministros,Abierto simplificado
7179180,133576.31,98401.0,Obras,Abierto simplificado
7179182,49586.78,49267.16,Suministros,Abierto
7179184,65495.69,54579.74,Servicios,Abierto
7179185,34350.72,13287.73,Servicios,Abierto simplificado
7179186,18048.0,14025.0,Servicios,Abierto simplificado
7179187,264851.4,117377.0,Servicios,Abierto
7179189,8000.0,2000.0,Suministros,Abierto simplificado
7179192,72000.0,31000.0,Servicios,Abierto
7179196,10937.67,10622.28,Suministros,Abierto simplificado
7179199,92400.0,42000.0,Servicios,Abierto simplificado
7179201,32166.1,27341.19,Obras,Abierto simplificado
7179203,90000.0,84966.5,Suministros,Abierto simplificado
7179204,17952.77,11125.0,Servicios,Abierto simplificado
7179205,14000.0,2978.5,Suministros,Abierto simplificado
7179207,80000.0,20000.0,Servicios,Abierto simplificado
7179208,6600.0,6000.0,Servicios,Abierto simplificado
7179209,27956.0,24490.0,Suministros,Abierto simplificado
7179211,16528.92,4807.16,Servicios,Abierto simplificado
7179212,35999.5,28700.3,Obras,Abierto
7179213,180000.0,87777.87,Servicios,Abierto
7179215,27552.07,13424.759999999998,Suministros,Abierto simplificado
7179216,135000.0,41250.0,Servicios,Abierto
7179217,219776.09,218259.63,Obras,Abierto
7179218,109721.12,49920.0,Servicios,Abierto
7179219,21795.0,17903.3,Suministros,Abierto simplificado
7179220,54958.68,53950.0,Suministros,Abierto simplificado
7179222,11658.44,661.1,Suministros,Abierto simplificado
7179227,26475.0,25978.34,Suministros,Abierto simplificado
7179228,37525.0,37525.0,Suministros,Abierto simplificado
7179230,294000.0,195754.0,Servicios,Abierto
7179234,50908.0,43580.0,Suministros,Abierto simplificado
7179237,170940.0,115000.0,Obras,Abierto
7179239,300000.0,179563.53,Servicios,Abierto
7179242,42500.0,4196.0,Servicios,Abierto simplificado
7179243,85000.0,85000.0,Obras,Abierto
7179244,99173.0,47074.3,Suministros,Abierto
7179246,266700.0,125015.63,Servicios,Abierto
7179250,127000.0,114800.0,Obras,Abierto
7179252,175000.0,104160.0,Servicios,Abierto
7179253,181818.18,0.09,Suministros,Abierto
7179254,138400.0,58858.0,Servicios,Abierto simplificado
7179258,144628.1,144478.0,Obras,Abierto
7179261,13250.0,7500.0,Suministros,Abierto simplificado
7179263,97190.08,39669.42,Servicios,Abierto
7179264,34900.0,34900.0,Suministros,Abierto simplificado
7179268,8100.0,7410.7,Suministros,Abierto simplificado
7179270,92330.06,24915.57,Suministros,Abierto simplificado
7179271,49318.96,39455.16,Obras,Abierto simplificado
7179272,15694.2,390.37,Servicios,Abierto simplificado
7179273,200000.0,199973.97,Suministros,Abierto
7179275,181731.69,180100.0,Obras,Abierto
7179276,45000.0,21000.0,Servicios,Abierto simplificado
7179277,57851.24,41652.89,Suministros,Abierto simplificado
7179278,126640.94,52560.0,Servicios,Abierto
7179279,465477.93,344970.82,Obras,Abierto simplificado
7179280,104200.0,18500.0,Servicios,Abierto simplificado
7179282,93211.14,73133.0,Obras,Abierto
7179284,43275.0,8204.75,Suministros,Abierto simplificado
7179287,188400.0,89850.0,Suministros,Abierto
7179288,275000.0,261662.5,Obras,Abierto
7179289,75098.18,71343.27,Obras,Abierto simplificado
7179291,23000.0,13990.0,Servicios,Abierto
7179293,195947.52,60427.02,Suministros,Abierto
7179294,115390.73,108543.84,Obras,Abierto simplificado
7179295,363000.0,308187.0,Obras,Abierto
7179296,30541.0,6108.35,Servicios,Abierto simplificado
7179299,280320.0,83090.55,Servicios,Abierto
7179301,8000.0,7641.98,Servicios,Abierto simplificado
7179304,50200.0,37820.5,Suministros,Abierto
7179305,223140.5,8.28,Servicios,Abierto
7179306,110000.0,109761.06,Servicios,Abierto simplificado
7179307,128200.0,128200.0,Servicios,Abierto
7179308,243286.23,117472.0,Servicios,Abierto
7179310,88200.0,72782.0,Servicios,Abierto simplificado
7179311,53413.71,50321.06,Obras,Abierto simplificado
7179313,115289.25,36818.18,Servicios,Abierto
7179319,10826.44,3789.25,Servicios,Abierto simplificado
7179320,34082.5,31867.77,Servicios,Abierto simplificado
7179321,52892.56,52892.56,Servicios,Abierto
7179322,50000.0,50000.0,Servicios,Abierto simplificado
7179323,5500.0,1702.91,Servicios,Abierto simplificado
7179324,49990.0,49990.0,Suministros,Abierto simplificado
7179326,136776.82,118038.4,Suministros,Abierto
7179328,18595.08,11248.5,Servicios,Abierto simplificado
7179331,91043.52,54990.0,Obras,Abierto simplificado
7179334,172380.0,51485.0,Servicios,Abierto
7179336,16898.55,12697.0,Obras,Abierto simplificado
7179339,83413.54,83413.54,Obras,Abierto simplificado
7179345,30000.0,15600.0,Servicios,Abierto simplificado
7179348,51230.45,29220.0,Servicios,Abierto simplificado
7179349,33999.93,30718.0,Suministros,Abierto simplificado
7179350,19800.0,11850.0,Servicios,Abierto simplificado
7179351,34988.55,19500.0,Servicios,Abierto simplificado
7179354,27700.0,27600.0,Suministros,Abierto simplificado
7179356,9810.95,6383.09,Suministros,Abierto simplificado
7179359,17018.69,15765.28,Suministros,Abierto simplificado
7179362,192785.76,163882.24,Servicios,Abierto
7179363,57629.41,43780.49,Suministros,Abierto simplificado
7179364,69421.48,17278.0,Servicios,Abierto
7179370,6200.0,3750.0,Servicios,Abierto simplificado
7179373,95238.0,71586.37,Suministros,Abierto simplificado
7179377,69408.0,4493.4,Servicios,Abierto simplificado
7179381,308440.11,272661.91000000003,Servicios,Abierto
7179382,29529.36,29529.36,Suministros,Abierto simplificado
7179387,50336.0,14560.0,Servicios,Abierto
7179388,11984.94,8030.0,Servicios,Abierto simplificado
7179389,178262.0,162644.49,Obras,Abierto
7179390,9917.35,8264.46,Servicios,Abierto simplificado
7179391,33472.0,7138.0,Servicios,Abierto
7179394,142151.44,7.8,Suministros,Abierto
7179400,96771.21,26004.0,Servicios,Abierto simplificado
7179401,19800.0,17700.0,Suministros,Abierto simplificado
7179402,233008.66,204443.23,Obras,Abierto
7179403,34200.0,16020.0,Servicios,Abierto
7179404,94155.98,52849.84,Obras,Abierto simplificado
7179406,24650.0,12325.0,Servicios,Abierto
7179409,43200.0,10500.0,Servicios,Abierto simplificado
7179410,187880.96,159340.23,Obras,Abierto
7179412,100210.24,80118.09,Obras,Abierto simplificado
7179413,357361.01,320552.82,Obras,Abierto simplificado
7179414,180558.23,149284.62,Obras,Abierto
7179415,92244.0,15904.0,Suministros,Abierto simplificado
7179416,117000.0,115991.42,Suministros,Abierto
7179419,23140.5,22800.0,Suministros,Abierto simplificado
7179420,181658.53,152128.69,Obras,Abierto
7179421,50000.0,40560.0,Suministros,Abierto simplificado
7179426,87285.11,84650.88,Servicios,Abierto
7179429,10799.89,7560.0,Servicios,Abierto simplificado
7179431,28008.0,21470.0,Servicios,Abierto simplificado
7179436,287106.38,208152.13,Obras,Abierto simplificado
7179437,440000.0,73921.21,Servicios,Abierto
7179440,52317.5,45500.0,Obras,Abierto simplificado
7179443,68774.91,32152.27,Suministros,Abierto simplificado
7179445,260131.94,118885.98,Servicios,Abierto
7179447,17254.64,13120.43,Obras,Abierto simplificado
7179451,107993.3,10.0,Servicios,Abierto
7179452,40000.0,35200.0,Obras,Abierto simplificado
7179454,189088.09,168817.85,Obras,Abierto simplificado
7179678,345000.0,172440.0,Servicios,Abierto
7181062,6590.0,5276.42,Suministros,Abierto simplificado
7182764,480160.0,213680.0,Suministros,Abierto
7184278,47370.28,42294.0,Servicios,Abierto simplificado
7184279,26446.28,18749.0,Obras,Abierto simplificado
7184283,41800.0,25678.47,Obras,Abierto simplificado
7184284,10296.0,8400.0,Suministros,Abierto simplificado
7184285,22938.75,22724.22,Suministros,Abierto simplificado
7184286,13194.48,5328.48,Servicios,Abierto simplificado
7184291,174696.52,151410.0,Servicios,Abierto
7184292,49272.43,30895.0,Suministros,Abierto
7184293,59760.0,59660.0,Suministros,Abierto simplificado
7184294,209160.0,37350.0,Servicios,Abierto
7184295,64256.2,59858.380000000005,Suministros,Abierto simplificado
7184301,210000.0,41760.0,Servicios,Abierto
7184307,46149.91,41000.0,Obras,Abierto simplificado
7184309,7754.37,3770.0,Servicios,Abierto
7184310,14049.59,7985.76,Servicios,Abierto simplificado
7184311,5100.0,5081.0,Servicios,Abierto simplificado
7184312,20017.6,18154.43,Suministros,Abierto simplificado
7184313,13191.36,3297.84,Suministros,Abierto
7184315,23548.68,2251.71,Servicios,Abierto simplificado
7184316,26500.0,24838.0,Suministros,Abierto simplificado
7184318,181350.0,36270.0,Servicios,Abierto
7184319,21665.25,21665.25,Suministros,Abierto simplificado
7184324,414428.94,242115.68,Obras,Abierto simplificado
7184329,103869.91,98667.8,Obras,Abierto simplificado
7184332,69459.73,57000.0,Servicios,Abierto simplificado
7184334,122539.16,61269.0,Servicios,Abierto simplificado
7184336,129568.76,24656.28,Suministros,Abierto simplificado
7184341,33057.85,25454.0,Servicios,Abierto simplificado
7184346,252500.0,246800.0,Suministros,Abierto
7184349,208904.0,207500.0,Suministros,Abierto
7184352,90909.09,41322.31,Servicios,Abierto simplificado
7184354,48778.38,16759.75,Suministros,Abierto simplificado
7184355,32000.0,5797.44,Servicios,Abierto simplificado
7184357,27000.0,25000.0,Suministros,Abierto simplificado
7184358,75600.0,63380.0,Servicios,Abierto
7184360,23500.0,22990.0,Suministros,Abierto
7184361,31404.96,31044.77,Suministros,Abierto simplificado
7184363,50600.0,23000.0,Servicios,Abierto simplificado
7184365,24184.83,10625.0,Suministros,Abierto simplificado
7184366,70925.33,53811.03,Obras,Abierto simplificado
7184368,37459.5,18729.75,Suministros,Abierto simplificado
7184370,146729.03,133171.62,Servicios,Abierto
7184380,380000.0,116622.0,Servicios,Abierto
7184381,278994.32,55230.94,Suministros,Abierto
7184385,270000.0,51600.0,Suministros,Abierto
7184387,93049.83,39200.0,Servicios,Abierto simplificado
7184393,150044.88,63769.08,Servicios,Abierto
7184396,140186.92,139980.0,Suministros,Abierto
7184398,17000.0,12134.0,Servicios,Abierto simplificado
7184399,371830.1,185915.05,Servicios,Abierto
7184400,84419.0,79313.85,Suministros,Abierto simplificado
7184401,201123.97,111735.54,Servicios,Abierto
7184405,70497.69,57222.97,Obras,Abierto simplificado
7184406,11810.0,11800.0,Obras,Abierto
7184407,11520.0,4900.0,Servicios,Abierto simplificado
7184408,206609.04,180782.91,Obras,Abierto simplificado
7184409,42000.0,41527.65,Suministros,Abierto
7184410,53029.87,52700.0,Suministros,Abierto simplificado
7184412,25000.0,25000.0,Suministros,Abierto simplificado
7184414,98958.5,76616.0,Servicios,Abierto simplificado
7184415,95937.6,56252.0,Servicios,Abierto simplificado
7184416,39645.0,36760.0,Suministros,Abierto
7184417,48000.0,12000.0,Servicios,Abierto simplificado
7184418,31086.0,14.0,Servicios,Abierto simplificado
7184419,50598.69,35299.48,Obras,Abierto simplificado
7184421,14196.69,13109.49,Suministros,Abierto simplificado
7184425,64373.05,29405.22,Obras,Abierto simplificado
7184428,40000.0,22800.0,Servicios,Abierto simplificado
7184429,191520.0,159600.0,Servicios,Abierto
7184430,123905.0,123799.0,Suministros,Abierto
7184433,313591.2,65000.0,Servicios,Abierto
7184434,48073.74,42369.52,Obras,Abierto simplificado
7184436,65000.0,42000.0,Servicios,Abierto simplificado
7184437,45000.0,43780.53,Suministros,Abierto
7184439,49586.78,43900.0,Servicios,Abierto simplificado
7184440,113636.36,96500.0,Obras,Abierto
7184441,24187.68,9820.19,Suministros,Abierto simplificado
7184442,150000.0,100000.0,Suministros,Abierto
7184447,119200.0,59600.0,Servicios,Abierto
7184449,44266.48,43566.48,Suministros,Abierto
7184450,46800.0,34600.0,Servicios,Abierto
7184451,54013.92,19010.95,Suministros,Abierto
7184453,24945.92,21692.1,Servicios,Abierto simplificado
7184454,22060.0,11100.0,Servicios,Abierto simplificado
7184455,49540.96,43064.63,Obras,Abierto simplificado
7184460,47107.43,38999.0,Obras,Abierto simplificado
7184462,19800.0,14400.0,Suministros,Abierto simplificado
7184464,43877.28,37642.72,Obras,Abierto simplificado
7184469,117406.88,73369.5,Obras,Abierto simplificado
7184470,374000.0,148070.0,Servicios,Abierto
7184472,245700.0,245000.0,Suministros,Abierto
7184475,18700.0,8500.0,Servicios,Abierto
7184476,364775.04,204817.0,Servicios,Abierto
7184480,5057.5,2500.32,Obras,Abierto simplificado
7184482,49130.98,37000.0,Obras,Abierto
7184484,25400.0,20446.8,Obras,Abierto simplificado
7184487,109559.84,95800.0,Obras,Abierto simplificado
7184488,120166.0,60083.0,Servicios,Abierto
7184491,168000.0,161700.0,Suministros,Abierto
7184495,43280.8,36146.16,Suministros,Abierto simplificado
7184497,29607.2,23524.62,Suministros,Abierto simplificado
7184498,59968.0,33544.6,Suministros,Abierto
7184500,34710.76,2400.0,Servicios,Abierto simplificado
7184501,135131.91,117855.46,Suministros,Abierto
7184507,132495.89,7.5,Suministros,Abierto simplificado
7184510,88976.3,53845.5,Servicios,Abierto
7184511,50768.0,50768.0,Servicios,Abierto simplificado
7184516,420742.33,319764.17,Obras,Abierto
7184523,172605.88,141519.56,Obras,Abierto simplificado
7184525,6000.0,5050.0,Servicios,Abierto simplificado
7184532,213500.0,213400.0,Servicios,Abierto
7184545,326000.0,263903.39,Suministros,Abierto
7184792,127980.0,93585.37,Suministros,Abierto simplificado
7184793,253190.06,49450.0,Servicios,Abierto
7184794,188865.72,162482.6,Servicios,Abierto simplificado
7184795,201395.75,187408.94,Obras,Abierto simplificado
7184798,14658.2,7179.1,Servicios,Abierto simplificado
7188740,499520.0,112600.8,Servicios,Abierto
7188743,501294.12,250647.06,Suministros,Abierto simplificado
7188744,555000.0,159585.0,Servicios,Abierto
7188752,96100.0,2.81,Suministros,Abierto simplificado
7188756,323893.36,323893.36,Suministros,Abierto
7188759,546322.32,138885.0,Servicios,Abierto
