iter	Logloss
742	0.2568689945
743	0.2567379576
744	0.2566635289
745	0.2565757066
746	0.2564710524
747	0.2564295234
748	0.2563318806
749	0.2562064169
750	0.2560827061
751	0.2558725888
752	0.2557859351
753	0.2557241134
754	0.2556405608
755	0.255601706
756	0.255499299
757	0.2554593655
758	0.2553840379
759	0.2552839906
760	0.2552175395
761	0.2550467939
762	0.2549616458
763	0.2549041613
764	0.2548069006
765	0.2546761559
766	0.2545793222
767	0.2545138375
768	0.254424914
769	0.2543884862
770	0.254289113
771	0.2542001221
772	0.2540994681
773	0.2539827013
774	0.2538082701
775	0.2537254592
776	0.2536254793
777	0.2535369379
778	0.253474869
779	0.253402238
780	0.2533109999
781	0.2531897386
782	0.2531421869
783	0.2530325663
784	0.2529579578
785	0.2528675961
786	0.2527959765
787	0.2525660384
788	0.2524421478
789	0.2523725732
790	0.2522875824
791	0.2522347047
792	0.2521797821
793	0.2520024745
794	0.2519069217
795	0.2517915481
796	0.2516747139
797	0.2516022852
798	0.2515190922
799	0.2513942129
800	0.251283581
801	0.2511726121
802	0.2510260693
803	0.250926786
804	0.2507901985
805	0.2506965559
806	0.2506080594
807	0.2505293609
808	0.2504605503
809	0.250367829
810	0.2502795123
811	0.2502178479
812	0.2500978001
813	0.2500043597
814	0.2499286275
815	0.2497720395
816	0.2496676326
817	0.2496176089
818	0.2495487983
819	0.249454841
820	0.2493825696
821	0.249211442
822	0.249122114
823	0.2490278646
824	0.2488120392
825	0.2487627572
826	0.2486087535
827	0.2485294258
828	0.2484843236
829	0.248426929
830	0.2483188365
831	0.2482359581
832	0.2481565181
833	0.2480373916
834	0.2479795251
835	0.247896849
836	0.2477861947
837	0.2476531803
838	0.2475373123
839	0.2474564115
840	0.2473850166
841	0.2473151048
842	0.2471719554
843	0.2470740205
844	0.2469411858
845	0.2468961286
846	0.2467972049
847	0.2467194952
848	0.2466358752
849	0.2465513788
850	0.246448927
851	0.24631798
852	0.2461910107
853	0.2460035456
854	0.2458818124
855	0.2458211593
856	0.2457838325
857	0.2457290897
858	0.2455504562
859	0.2454040707
860	0.2453162035
861	0.2452692361
862	0.2451908297
863	0.2450935465
864	0.2450353878
865	0.2449008228
866	0.244783202
867	0.2446632217
868	0.2445573989
869	0.2444854871
870	0.2443998222
871	0.2443024715
872	0.2441835923
873	0.2440546904
874	0.2439220131
875	0.2438469326
876	0.2437843918
877	0.2436681194
878	0.2436455121
879	0.243509464
880	0.2433703595
881	0.2433082906
882	0.2431101736
883	0.2430150028
884	0.2429072025
885	0.2428194476
886	0.2427471537
887	0.2426732643
888	0.2425929928
889	0.2424715966
890	0.2423557287
891	0.2422451193
892	0.2421325549
893	0.2420815649
894	0.2420130689
895	0.2419328647
896	0.2418563011
897	0.2418007492
898	0.2417312869
899	0.2416895107
900	0.2416124751
901	0.2415396195
902	0.2414932588
903	0.2413384461
904	0.2412426686
905	0.2411720602
906	0.2411144858
907	0.2410461246
908	0.2409721903
909	0.2408805476
910	0.2407507917
911	0.2406978916
912	0.2406060018
913	0.2404975273
914	0.2404225592
915	0.2403663332
916	0.2403069835
917	0.2402213185
918	0.2400881468
919	0.2400151788
920	0.2399467502
921	0.2398591751
922	0.2397566333
923	0.2396847889
924	0.2395969891
925	0.2395569881
926	0.2394749188
927	0.2393768266
928	0.2393151172
929	0.2392534304
930	0.239186058
931	0.2390755385
932	0.2389732664
933	0.2388443195
934	0.2387638907
935	0.2386749223
936	0.2386112578
937	0.238538919
938	0.2384556137
939	0.2383623755
940	0.2382540134
941	0.2381103695
942	0.2380062772
943	0.2378755999
944	0.2377719795
945	0.2376929664
946	0.2375901774
947	0.2375273894
948	0.237430241
949	0.2373477896
950	0.237300238
951	0.237240686
952	0.2371478298
953	0.2370688167
954	0.2369659154
955	0.2367818436
956	0.236607008
957	0.2365217476
958	0.2364393861
959	0.2363296082
960	0.2362030209
961	0.2361127266
962	0.2360425002
963	0.2359609253
964	0.2359028115
965	0.2358561587
966	0.2356984921
967	0.2356312995
968	0.2355519493
969	0.2354850713
970	0.2354382612
971	0.2353733608
972	0.2353407982
973	0.2353012242
974	0.2352188852
975	0.2351369956
976	0.2350510835
977	0.234976812
978	0.2348782704
979	0.2347885379
980	0.2347237274
981	0.2346046684
982	0.2345300149
983	0.2344252034
984	0.2343363474
985	0.2341900068
986	0.2341252413
987	0.2340412842
988	0.2339418661
989	0.2337743341
990	0.2337329623
991	0.2336680169
992	0.2335966894
993	0.2334970915
994	0.2334269326
995	0.233352796
996	0.2332685692
997	0.2332223659
998	0.2331612184
999	0.2331423415
