num_paralela,num_x,tercero,cod_op,op_2021,apli,importe,exp_gasto,exp_gestor,num_error,error
00159222B10000003,*,*,2001000,00159221330000973,20221401  312A1  660,38000.00,101000002468,2002140010001001795,1,Los campos DIR3 son requeridos
00159222B10000004,*,000355430273,2002300,00159221330004190,20221401  312A1  660,38000.00,013062100060,2002140010001001795,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000004
00159222B10000005,*,*,2001000,00159221330000912,20221401  312A1  660,77817.64,101000002397,2002140010001001796,1,Los campos DIR3 son requeridos
00159222B10000006,*,000B81171118,2002300,00159221330003070,20221401  312A1  660,77817.64,013062100058,2002140010001001796,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000006
00159222B10000009,*,*,2001000,00159220330000017,20221401  121M2  22799,3450.26,101000005519,,1,Los campos DIR3 son requeridos
00159222B10000010,*,000B20852570,2002300,00159220330000018,20221401  121M2  22799,3450.26,101000010909,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000010
00159222B10000011,*,*,2001000,00159220330000118,20221401  121M2  22799,87237.99,101000004496,,1,Los campos DIR3 son requeridos
00159222B10000012,*,000B82013558,2002300,00159221330001617,20221401  121M2  22799,87237.99,101000004117,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000012
00159222B10000013,*,*,2001000,00159220330000119,20221401  121M2  22799,6774.15,101000005392,,1,Los campos DIR3 son requeridos
00159222B10000014,*,000B84951490,2002300,00159220330000345,20221401  121M2  22799,6774.15,101000001303,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000014
00159222B10000015,*,*,2001000,00159220330001408,20221401  121M2  22701,1453.00,101000004227,,1,Los campos DIR3 son requeridos
00159222B10000016,*,000A86376803,2002300,00159220330001886,20221401  121M2  22701,1453.00,101000005019,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000016
00159222B10000017,*,*,2001000,00159220330001408,20221401  121M2  22701,4471.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000017
00159222B10000018,*,000A86376803,2002300,00159220330001887,20221401  121M2  22701,4471.00,101000005020,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000018
00159222B10000019,*,*,2001000,00159220330001408,20221401  121M2  22701,1321.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000019
00159222B10000020,*,000A86376803,2002300,00159220330001888,20221401  121M2  22701,1321.00,101000005021,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000020
00159222B10000021,*,*,2001000,00159220330001408,20221401  121M2  22701,1016.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000021
00159222B10000022,*,000A86376803,2002300,00159220330001889,20221401  121M2  22701,1016.00,101000005022,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000022
00159222B10000023,*,*,2001000,00159220330001408,20221401  121M2  22701,3251.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000023
00159222B10000024,*,000A86376803,2002300,00159220330001890,20221401  121M2  22701,3251.00,101000005024,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000024
00159222B10000025,*,*,2001000,00159220330001408,20221401  121M2  22701,558.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000025
00159222B10000026,*,000A86376803,2002300,00159220330001891,20221401  121M2  22701,558.00,101000005025,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000026
00159222B10000027,*,*,2001000,00159220330001408,20221401  121M2  22701,1981.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000027
00159222B10000028,*,000A86376803,2002300,00159220330001892,20221401  121M2  22701,1981.00,101000005026,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000028
00159222B10000029,*,*,2001000,00159220330001408,20221401  121M2  22701,680.00,101000004227,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000029
00159222B10000030,*,000A86376803,2002300,00159220330001893,20221401  121M2  22701,680.00,101000005027,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000030
00159222B10000031,*,*,2001000,00159220330002066,20221401  121M2  22701,8066.00,101000005271,,1,Los campos DIR3 son requeridos
00159222B10000032,*,000B82929951,2002300,00159220330002918,20221401  121M2  22701,8066.00,101000006906,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000032
00159222B10000033,*,*,2001000,00159220330002644,20221401  121M2  232,5000.00,101000006332,,1,Los campos DIR3 son requeridos
00159222B10000034,*,000B28784411,2002300,00159220330004165,20221401  121M2  232,5000.00,101000009592,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000034
00159222B10000035,*,*,2001000,00159220330003304,20221401  121M2  22700,1482.47,101000007745,,1,Los campos DIR3 son requeridos
00159222B10000036,*,000F84415231,2002300,00159220330003703,20221401  121M2  22700,1482.47,101000008417,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000036
00159222B10000037,*,*,2001000,00159220330003304,20221401  121M2  22700,2998.75,101000007745,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000037
00159222B10000038,*,000B88137328,2002300,00159220330003728,20221401  121M2  22700,2998.75,101000008423,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000038
00159222B10000039,*,*,2001000,00159220330003304,20221401  121M2  22700,3114.76,101000007745,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000039
00159222B10000040,*,000F84415231,2002300,00159220330003729,20221401  121M2  22700,3114.76,101000008424,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000040
00159222B10000041,*,*,2001000,00159220330003491,20221401  121M2  22701,2520.80,101000007984,,1,Los campos DIR3 son requeridos
00159222B10000042,*,000B82929951,2002300,00159220330003937,20221401  121M2  22701,2520.80,101000008853,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000042
00159222B10000043,*,*,2001000,00159221330000018,20221401  121M2  215,405757.77,101000005073,,1,Los campos DIR3 son requeridos
00159222B10000044,*,000A81069197,2002300,00159221330000019,20221401  121M2  215,405757.77,101000008102,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000044
00159222B10000045,*,*,2001000,00159221330000020,20221401  121M2  240,16666.67,101000005195,,1,Los campos DIR3 son requeridos
00159222B10000046,*,000B60266798,2002300,00159221330000021,20221401  121M2  240,16666.67,101000009664,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000046
00159222B10000047,*,*,2001000,00159221330000022,20221401  121M2  22700,5814.13,101000009117,,1,Los campos DIR3 son requeridos
00159222B10000048,*,000A80364243,2002300,00159221330000023,20221401  121M2  22700,5814.13,101000012196,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000048
00159222B10000049,*,*,2001000,00159221330000127,20221401  121M2  22799,1232.00,101000007296,,1,Los campos DIR3 son requeridos
00159222B10000050,*,000A18485516,2002300,00159221330000206,20221401  121M2  22799,1232.00,101000000045,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000050
00159222B10000051,*,*,2001000,00159221330000260,20221401  121M   16209,58500.00,101000000653,,1,Los campos DIR3 son requeridos
00159222B10000052,*,000B83143131,2002300,00159221330000363,20221401  121M   16209,58500.00,101000001037,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000052
00159222B10000053,*,*,2001000,00159221330000268,20221401  121M2  22102,19500.00,101000000682,,1,Los campos DIR3 son requeridos
00159222B10000054,*,000A61797536,2002300,00159221330000589,20221401  121M2  22102,19500.00,101000001527,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000054
00159222B10000055,*,*,2001000,00159221330000269,20221401  121N1  48500,8512.00,101000000687,,1,Los campos DIR3 son requeridos
00159222B10000056,*,000Q2818016D,2002300,00159221330004754,20221401  121N1  48500,8512.00,013022100276,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000056
00159222B10000057,*,*,2001000,00159221330000281,20221401  121M2  22105,11319.00,101000000741,,1,Los campos DIR3 son requeridos
00159222B10000058,*,000B22033617,2002300,00159221330002070,20221401  121M2  22105,11319.00,013022100279,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000058
00159222B10000059,*,*,2001000,00159221330000281,20221401  121M2  22105,17366.13,101000000741,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000059
00159222B10000060,*,00072067398A,2002300,00159221330002071,20221401  121M2  22105,17366.13,013022100279,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000060
00159222B10000061,*,*,2001000,00159221330000281,20221401  121M2  22105,12606.00,101000000741,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000061
00159222B10000062,*,000B22033617,2002300,00159221330002072,20221401  121M2  22105,12606.00,013022100279,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000062
00159222B10000063,*,*,2001000,00159221330000282,20221401  121M2  240,1248.95,101000000746,,1,Los campos DIR3 son requeridos
00159222B10000064,*,000B81927626,2002300,00159221330000649,20221401  121M2  240,1248.95,101000001683,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000064
00159222B10000065,*,*,2001000,00159221330000286,20221401  121M2  22701,19132.90,101000000815,,1,Los campos DIR3 son requeridos
00159222B10000066,*,000B82992744,2002300,00159221330000884,20221401  121M2  22701,19132.90,101000002263,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000066
00159222B10000067,*,*,2001000,00159221330000287,20221401  121M2  22102,50000.00,101000000817,,1,Los campos DIR3 son requeridos
00159222B10000068,*,000A61797536,2002300,00159221330000688,20221401  121M2  22102,50000.00,101000001780,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000068
00159222B10000069,*,*,2001000,00159221330000367,20221401  121N1  22102,50000.00,101000001085,,1,Los campos DIR3 son requeridos
00159222B10000070,*,000A61797536,2002300,00159221330000782,20221401  121N1  22102,50000.00,101000002019,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000070
00159222B10000071,*,*,2001000,00159221330000435,20221401  121N1  223,56126.25,101000001285,,1,Los campos DIR3 son requeridos
00159222B10000072,*,000B80708274,2002300,00159221330001492,20221401  121N1  223,56126.25,101000003812,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000072
00159222B10000073,*,*,2001000,00159221330000489,20221401  121M2  22706,721.19,101000001331,,1,Los campos DIR3 son requeridos
00159222B10000074,*,000B88134564,2002300,00159221330001325,20221401  121M2  22706,721.19,101000003310,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000074
00159222B10000075,*,*,2001000,00159221330000740,20221401  121M2  223,5000.00,101000001951,,1,Los campos DIR3 son requeridos
00159222B10000076,*,*,2002100,00159221330001337,20221401  121M2  223,5000.00,101000001984,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000076
00159222B10000077,*,000B20861282,2003000,00159221330002348,20221401  121M2  223,5000.00,101000003516,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000077
00159222B10000078,*,*,2001000,00159221330000744,20221401  121M2  22799,170910.64,101000001940,,1,Los campos DIR3 son requeridos
00159222B10000079,*,000B20852570,2002300,00159221330003135,20221401  121M2  22799,170910.64,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000079
00159222B10000080,*,*,2001000,00159221330000744,20221401  121M2  22799,131656.40,101000001940,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000080
00159222B10000081,*,000B20852570,2002300,00159221330003136,20221401  121M2  22799,131656.40,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000081
00159222B10000082,*,*,2001000,00159221330000744,20221401  121M2  22799,277815.37,101000001940,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000082
00159222B10000083,*,000B20852570,2002300,00159221330003137,20221401  121M2  22799,277815.37,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000083
00159222B10000084,*,*,2001000,00159221330000744,20221401  121M2  22799,247064.84,101000001940,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000084
00159222B10000085,*,000B20852570,2002300,00159221330003138,20221401  121M2  22799,247064.84,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000085
00159222B10000086,*,*,2001000,00159221330000744,20221401  121M2  22799,62146.83,101000001940,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000086
00159222B10000087,*,000B20852570,2002300,00159221330003139,20221401  121M2  22799,62146.83,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000087
00159222B10000088,*,*,2001000,00159221330000744,20221401  121M2  22799,68475.23,101000001940,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000088
00159222B10000089,*,000B20852570,2002300,00159221330003140,20221401  121M2  22799,68475.23,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000089
00159222B10000090,*,*,2001000,00159221330000744,20221401  121M2  22799,54934.39,101000001940,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000090
00159222B10000091,*,000B20852570,2002300,00159221330003141,20221401  121M2  22799,54934.39,013022100387,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000091
00159222B10000092,*,*,2001000,00159221330000762,20221401  121M2  22001,4900.35,101000002018,,1,Los campos DIR3 son requeridos
00159222B10000093,*,000G82999871,2002300,00159221330000850,20221401  121M2  22001,4900.35,101000002224,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000093
00159222B10000094,*,*,2001000,00159221330000781,20221401  121M2  22104,120000.00,101000002051,,1,Los campos DIR3 son requeridos
00159222B10000095,*,000B85991917,2002300,00159221330001302,20221401  121M2  22104,120000.00,101000003221,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000095
00159222B10000096,*,*,2001000,00159221330000909,20221401  121M2  22108,13491.50,101000002393,,1,Los campos DIR3 son requeridos
00159222B10000097,*,000B85344679,2002300,00159221330002191,20221401  121M2  22108,13491.50,013022100420,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000097
00159222B10000098,*,*,2001000,00159221330000956,20221401  121M2  22799,11821.41,101000002424,,1,Los campos DIR3 son requeridos
00159222B10000099,*,000J41716036,2002300,00159221330004445,20221401  121M2  22799,11821.41,013022100425,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000099
00159222B10000100,*,*,2001000,00159221330000956,20221401  121M2  22799,52852.32,101000002424,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000100
00159222B10000101,*,000J41716036,2002300,00159221330004447,20221401  121M2  22799,52852.32,013022100425,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000101
00159222B10000102,*,*,2001000,00159221330000956,20221401  121M2  22799,23264.20,101000002424,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000102
00159222B10000103,*,000J41716036,2002300,00159221330004448,20221401  121M2  22799,23264.20,013022100425,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000103
00159222B10000104,*,*,2001000,00159221330000956,20221401  121M2  22799,104338.18,101000002424,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000104
00159222B10000105,*,000J41716036,2002300,00159221330004449,20221401  121M2  22799,104338.18,013022100425,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000105
00159222B10000106,*,*,2001000,00159221330000956,20221401  121M2  22799,41685.60,101000002424,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000106
00159222B10000107,*,00031719552E,2002300,00159221330004663,20221401  121M2  22799,41685.60,013022100425,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000107
00159222B10000108,*,*,2001000,00159221330000956,20221401  121M2  22799,35996.40,101000002424,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000108
00159222B10000109,*,000B09326000,2002300,00159221330004664,20221401  121M2  22799,35996.40,013022100425,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000109
00159222B10000110,*,*,2001000,00159221330000967,20221401  121M   16201,257377.60,200000007797,,1,Los campos DIR3 son requeridos
00159222B10000111,*,000J39721956,2002300,00159221330005178,20221401  121M   16201,257377.60,123182100300,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000111
00159222B10000112,*,*,2001000,00159221330000968,20221401  121M   16201,316953.00,200000007798,,1,Los campos DIR3 son requeridos
00159222B10000113,*,000B93134831,2002300,00159221330005415,20221401  121M   16201,316953.00,123182100301,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000113
00159222B10000114,*,*,2001000,00159221330000987,20221401  121M2  214,65000.00,101000002488,,1,Los campos DIR3 son requeridos
00159222B10000115,*,000B81307704,2002300,00159221330001299,20221401  121M2  214,65000.00,101000003145,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000115
00159222B10000116,*,*,2001000,00159221330000988,20221401  121M2  22700,20000.00,101000002489,,1,Los campos DIR3 son requeridos
00159222B10000117,*,000B82131582,2002300,00159221330001301,20221401  121M2  22700,20000.00,101000003220,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000117
00159222B10000118,*,*,2001000,00159221330000988,20221401  121M2  22700,33000.00,101000002489,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000118
00159222B10000119,*,000B79033700,2002300,00159221330001817,20221401  121M2  22700,33000.00,013022100430,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000119
00159222B10000120,*,*,2001000,00159221330000988,20221401  121M2  22700,15800.00,101000002489,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000120
00159222B10000121,*,000B82131582,2002300,00159221330001818,20221401  121M2  22700,15800.00,013022100430,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000121
00159222B10000122,*,*,2001000,00159221330000988,20221401  121M2  22700,24000.00,101000002489,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000122
00159222B10000123,*,000B79033700,2002300,00159221330001819,20221401  121M2  22700,24000.00,013022100430,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000123
00159222B10000124,*,*,2001000,00159221330001019,20221401  121M2  213,102000.00,101000002567,,1,Los campos DIR3 son requeridos
00159222B10000125,*,000B87892659,2002300,00159221330001303,20221401  121M2  213,102000.00,101000003222,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000125
00159222B10000126,*,*,2001000,00159221330001019,20221401  121M2  213,24000.00,101000002567,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000126
00159222B10000127,*,000B79332870,2002300,00159221330001801,20221401  121M2  213,24000.00,013022100434,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000127
00159222B10000128,*,*,2001000,00159221330001019,20221401  121M2  213,78000.00,101000002567,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000128
00159222B10000129,*,000B79332870,2002300,00159221330001815,20221401  121M2  213,78000.00,013022100434,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000129
00159222B10000130,*,*,2001000,00159221330001020,20221401  121M2  22001,6666.67,101000002570,,1,Los campos DIR3 son requeridos
00159222B10000131,*,000B86932860,2002300,00159221330001300,20221401  121M2  22001,6666.67,101000003219,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000131
00159222B10000132,*,*,2001000,00159221330001108,20221401  121M2  22700,37725.27,101000002662,,1,Los campos DIR3 son requeridos
00159222B10000133,*,000A79524054,2002300,00159221330001616,20221401  121M2  22700,37725.27,101000004122,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000133
00159222B10000134,*,*,2001000,00159221330001212,20221401  121N1  22706,5000.00,101000002999,,1,Los campos DIR3 son requeridos
00159222B10000135,*,000B81269862,2002300,00159221330001467,20221401  121N1  22706,5000.00,101000003659,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000135
00159222B10000136,*,*,2001000,00159221330001219,20221401  121M2  22199,95000.00,101000003040,,1,Los campos DIR3 son requeridos
00159222B10000137,*,000B83234799,2002300,00159221330001465,20221401  121M2  22199,95000.00,101000003620,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000137
00159222B10000138,*,*,2001000,00159221330001219,20221401  121M2  22199,64000.00,101000003040,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000138
00159222B10000139,*,000B83234799,2002300,00159221330001820,20221401  121M2  22199,64000.00,013022100480,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000139
00159222B10000140,*,*,2001000,00159221330001219,20221401  121M2  22199,15000.00,101000003040,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000140
00159222B10000141,*,000B83234799,2002300,00159221330001821,20221401  121M2  22199,15000.00,013022100480,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000141
00159222B10000142,*,*,2001000,00159221330001219,20221401  121M2  22199,20000.00,101000003040,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000142
00159222B10000143,*,000B83234799,2002300,00159221330001822,20221401  121M2  22199,20000.00,013022100480,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000143
00159222B10000144,*,*,2001000,00159221330001219,20221401  121M2  22199,10000.00,101000003040,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000144
00159222B10000145,*,000B83234799,2002300,00159221330001823,20221401  121M2  22199,10000.00,013022100480,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000145
00159222B10000146,*,*,2001000,00159221330001219,20221401  121M2  22199,6000.00,101000003040,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000146
00159222B10000147,*,000B83234799,2002300,00159221330001824,20221401  121M2  22199,6000.00,013022100480,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000147
00159222B10000148,*,*,2001000,00159221330001219,20221401  121M2  22199,5000.00,101000003040,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000148
00159222B10000149,*,000B83234799,2002300,00159221330001825,20221401  121M2  22199,5000.00,013022100480,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000149
00159222B10000150,*,*,2001000,00159221330001220,20221401  121M2  22799,17696.25,101000003049,,1,Los campos DIR3 son requeridos
00159222B10000151,*,000B86363603,2002300,00159221330001466,20221401  121M2  22799,17696.25,101000003656,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000151
00159222B10000152,*,*,2001000,00159221330001295,20221401  121M2  22102,14069.88,101000003298,,1,Los campos DIR3 son requeridos
00159222B10000153,*,000A28076420,2002300,00159221330001593,20221401  121M2  22102,14069.88,101000004045,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000153
00159222B10000154,*,*,2001000,00159221330001297,20221401  121M2  22602,25410.00,101000003302,,1,Los campos DIR3 son requeridos
00159222B10000155,*,000B84683374,2002300,00159221330002838,20221401  121M2  22602,25410.00,013022100499,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000155
00159222B10000156,*,*,2001000,00159221330001320,20221401  121M2  22701,88734.00,101000003347,,1,Los campos DIR3 son requeridos
00159222B10000157,*,000B82929951,2002300,00159221330001802,20221401  121M2  22701,88734.00,013022100507,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000157
00159222B10000324,*,*,2001000,00159221330000917,20221402  121M2  660,1524904.92,102000000768,2019140020102000156,1,Los campos DIR3 son requeridos
00159222B10000325,*,000B84795400,2002300,00159221330004196,20221402  121M2  660,1524904.92,021012100261,2019140020102000156,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000325
00159222B10000326,*,*,2001000,00159221330001293,20221402  121M2  660,12922.80,102000001094,2019140020102000158,1,Los campos DIR3 son requeridos
00159222B10000327,*,000A81655540,2002300,00159221330002365,20221402  121M2  660,12922.80,021012100328,2019140020102000158,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000327
00159222B10000335,*,*,2001000,00159219330000298,20221402  121M2  204,23469.55,102000000446,,1,Los campos DIR3 son requeridos
00159222B10000336,*,000A81573479,2002300,00159219330001146,20221402  121M2  204,23469.55,102000001877,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000336
00159222B10000337,*,*,2001000,00159219330000298,20221402  121M2  204,6180.00,102000000446,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000337
00159222B10000338,*,000A81573479,2002300,00159219330001147,20221402  121M2  204,6180.00,102000001879,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000338
00159222B10000339,*,*,2001000,00159219330000298,20221402  121M2  204,7619.95,102000000446,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000339
00159222B10000340,*,000A81573479,2002300,00159219330001148,20221402  121M2  204,7619.95,102000001881,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000340
00159222B10000341,*,*,2001000,00159219330000333,20221402  121M2  205,5895.12,102000000507,,1,Los campos DIR3 son requeridos
00159222B10000342,*,000B85649903,2002300,00159219330000961,20221402  121M2  205,5895.12,102000001494,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000342
00159222B10000343,*,*,2001000,00159219330001175,20221402  121M2  205,5364.41,102000001921,,1,Los campos DIR3 son requeridos
00159222B10000344,*,000B24602161,2002300,00159219330001795,20221402  121M2  205,5364.41,102000002550,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000344
00159222B10000345,*,*,2001000,00159219330003117,20221402  121M2  213,4985.20,102000003687,,1,Los campos DIR3 son requeridos
00159222B10000346,*,00050496823R,2002300,00159219330003833,20221402  121M2  213,4985.20,102000004513,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000346
00159222B10000347,*,*,2001000,00159219330003117,20221402  121M2  213,1911.80,102000003687,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000347
00159222B10000348,*,000B86989951,2002300,00159219330003834,20221402  121M2  213,1911.80,102000004514,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000348
00159222B10000349,*,*,2001000,00159220330000124,20221402  121M2  22105,35750.00,102000003372,,1,Los campos DIR3 son requeridos
00159222B10000350,*,*,2002100,00159220330000125,20221402  121M2  22105,35750.00,102000004954,,1,La operación de enlace no está todavía contabilizada para la operacion de la paralela interna 00159222B10000350
